"","x","y","two_trees","one_tree","no_trees"
"10623",160107.086821778,1160312.48576168,58,3,0
"10624",166527.086821778,1160312.48576168,49,1,0
"10625",172947.086821778,1160312.48576168,69,7,2
"10626",179367.086821778,1160312.48576168,70,4,5
"10627",185787.086821778,1160312.48576168,81,1,4
"10628",192207.086821778,1160312.48576168,86,0,0
"10629",198627.086821778,1160312.48576168,71,2,0
"10630",205047.086821778,1160312.48576168,65,0,1
"10631",211467.086821778,1160312.48576168,65,1,0
"10632",217887.086821778,1160312.48576168,65,1,1
"10633",224307.086821778,1160312.48576168,66,1,0
"10634",230727.086821778,1160312.48576168,66,1,0
"10635",237147.086821778,1160312.48576168,68,3,0
"10636",243567.086821778,1160312.48576168,65,1,0
"10637",249987.086821778,1160312.48576168,63,0,0
"10638",256407.086821778,1160312.48576168,62,0,0
"10639",262827.086821778,1160312.48576168,64,0,0
"10640",269247.086821778,1160312.48576168,67,5,0
"10641",275667.086821778,1160312.48576168,67,0,1
"10642",282087.086821778,1160312.48576168,71,0,0
"10643",288507.086821778,1160312.48576168,66,0,0
"10644",294927.086821778,1160312.48576168,70,0,0
"10645",301347.086821778,1160312.48576168,68,0,0
"10646",307767.086821778,1160312.48576168,77,0,0
"10647",314187.086821778,1160312.48576168,74,2,0
"10648",320607.086821778,1160312.48576168,65,5,0
"10649",327027.086821778,1160312.48576168,68,0,0
"10650",333447.086821778,1160312.48576168,40,0,0
"10651",339867.086821778,1160312.48576168,32,0,0
"10652",346287.086821778,1160312.48576168,31,2,0
"10653",352707.086821778,1160312.48576168,41,0,0
"10654",359127.086821778,1160312.48576168,56,1,0
"10655",365547.086821778,1160312.48576168,67,2,0
"10656",371967.086821778,1160312.48576168,69,1,0
"10657",378387.086821778,1160312.48576168,73,0,0
"10658",384807.086821778,1160312.48576168,70,0,0
"10659",391227.086821778,1160312.48576168,70,0,0
"10660",397647.086821778,1160312.48576168,71,1,1
"10661",404067.086821778,1160312.48576168,53,10,4
"10662",410487.086821778,1160312.48576168,67,3,0
"10663",416907.086821778,1160312.48576168,62,3,0
"10664",423327.086821778,1160312.48576168,13,1,0
"10665",429747.086821778,1160312.48576168,25,1,0
"10666",436167.086821778,1160312.48576168,13,5,0
"10675",493947.086821778,1160312.48576168,2,0,0
"10676",500367.086821778,1160312.48576168,18,0,0
"10677",506787.086821778,1160312.48576168,26,0,0
"10678",513207.086821778,1160312.48576168,26,0,0
"10680",526047.086821778,1160312.48576168,5,0,0
"10681",532467.086821778,1160312.48576168,39,0,1
"10682",538887.086821778,1160312.48576168,39,0,0
"10683",545307.086821778,1160312.48576168,34,1,0
"10684",551727.086821778,1160312.48576168,35,0,0
"10685",558147.086821778,1160312.48576168,41,0,0
"10686",564567.086821778,1160312.48576168,48,0,0
"10687",570987.086821778,1160312.48576168,72,0,0
"10688",577407.086821778,1160312.48576168,68,0,0
"10689",583827.086821778,1160312.48576168,67,0,0
"10690",590247.086821778,1160312.48576168,75,1,0
"10691",596667.086821778,1160312.48576168,78,0,0
"10692",603087.086821778,1160312.48576168,36,0,0
"10693",609507.086821778,1160312.48576168,4,0,0
"10694",615927.086821778,1160312.48576168,29,3,0
"10695",622347.086821778,1160312.48576168,48,0,0
"10696",628767.086821778,1160312.48576168,42,0,0
"10697",635187.086821778,1160312.48576168,36,1,0
"10698",641607.086821778,1160312.48576168,28,0,0
"10699",648027.086821778,1160312.48576168,14,1,0
"10700",654447.086821778,1160312.48576168,4,0,0
"10801",-26072.9131782223,1151072.48576168,4,0,4
"10802",-19652.9131782223,1151072.48576168,77,0,77
"10803",-13232.9131782223,1151072.48576168,78,0,78
"10804",-6812.91317822225,1151072.48576168,74,0,73
"10805",-392.913178222254,1151072.48576168,69,0,67
"10806",6027.08682177775,1151072.48576168,71,1,70
"10807",12447.0868217777,1151072.48576168,70,0,67
"10808",18867.0868217777,1151072.48576168,67,3,50
"10809",25287.0868217777,1151072.48576168,72,7,22
"10810",31707.0868217777,1151072.48576168,66,3,5
"10811",38127.0868217777,1151072.48576168,69,2,5
"10812",44547.0868217777,1151072.48576168,68,5,27
"10813",50967.0868217777,1151072.48576168,70,2,27
"10814",57387.0868217777,1151072.48576168,69,2,0
"10815",63807.0868217777,1151072.48576168,64,1,22
"10816",70227.0868217777,1151072.48576168,61,6,6
"10817",76647.0868217777,1151072.48576168,68,2,3
"10818",83067.0868217777,1151072.48576168,68,5,0
"10819",89487.0868217777,1151072.48576168,77,9,1
"10820",95907.0868217777,1151072.48576168,71,12,2
"10821",102327.086821778,1151072.48576168,73,3,1
"10822",108747.086821778,1151072.48576168,72,3,1
"10823",115167.086821778,1151072.48576168,74,1,0
"10824",121587.086821778,1151072.48576168,71,12,0
"10825",128007.086821778,1151072.48576168,61,1,2
"10826",134427.086821778,1151072.48576168,69,1,0
"10827",140847.086821778,1151072.48576168,67,4,0
"10828",147267.086821778,1151072.48576168,68,3,0
"10829",153687.086821778,1151072.48576168,74,1,1
"10830",160107.086821778,1151072.48576168,69,2,0
"10831",166527.086821778,1151072.48576168,73,2,0
"10832",172947.086821778,1151072.48576168,69,4,1
"10833",179367.086821778,1151072.48576168,64,11,3
"10834",185787.086821778,1151072.48576168,70,0,0
"10835",192207.086821778,1151072.48576168,70,0,0
"10836",198627.086821778,1151072.48576168,59,0,0
"10837",205047.086821778,1151072.48576168,56,0,0
"10838",211467.086821778,1151072.48576168,57,1,1
"10839",217887.086821778,1151072.48576168,61,0,0
"10840",224307.086821778,1151072.48576168,57,0,0
"10841",230727.086821778,1151072.48576168,62,1,1
"10842",237147.086821778,1151072.48576168,71,0,0
"10843",243567.086821778,1151072.48576168,69,0,0
"10844",249987.086821778,1151072.48576168,79,0,3
"10845",256407.086821778,1151072.48576168,74,1,8
"10846",262827.086821778,1151072.48576168,78,1,0
"10847",269247.086821778,1151072.48576168,73,0,0
"10848",275667.086821778,1151072.48576168,71,0,0
"10849",282087.086821778,1151072.48576168,70,1,0
"10850",288507.086821778,1151072.48576168,75,0,1
"10851",294927.086821778,1151072.48576168,67,0,0
"10852",301347.086821778,1151072.48576168,72,0,0
"10853",307767.086821778,1151072.48576168,68,1,1
"10854",314187.086821778,1151072.48576168,70,0,0
"10855",320607.086821778,1151072.48576168,69,0,0
"10856",327027.086821778,1151072.48576168,70,0,0
"10857",333447.086821778,1151072.48576168,71,0,0
"10858",339867.086821778,1151072.48576168,68,0,0
"10859",346287.086821778,1151072.48576168,69,0,0
"10860",352707.086821778,1151072.48576168,68,0,0
"10861",359127.086821778,1151072.48576168,70,0,0
"10862",365547.086821778,1151072.48576168,68,0,0
"10863",371967.086821778,1151072.48576168,71,0,0
"10864",378387.086821778,1151072.48576168,70,2,0
"10865",384807.086821778,1151072.48576168,61,8,0
"10866",391227.086821778,1151072.48576168,68,4,0
"10867",397647.086821778,1151072.48576168,66,0,0
"10868",404067.086821778,1151072.48576168,60,10,0
"10869",410487.086821778,1151072.48576168,69,0,0
"10870",416907.086821778,1151072.48576168,43,0,0
"10871",423327.086821778,1151072.48576168,1,0,0
"10872",429747.086821778,1151072.48576168,9,9,0
"10873",436167.086821778,1151072.48576168,1,0,0
"10881",487527.086821778,1151072.48576168,17,0,0
"10882",493947.086821778,1151072.48576168,65,0,0
"10883",500367.086821778,1151072.48576168,74,1,0
"10884",506787.086821778,1151072.48576168,70,0,0
"10885",513207.086821778,1151072.48576168,67,1,0
"10886",519627.086821778,1151072.48576168,52,0,0
"10887",526047.086821778,1151072.48576168,55,0,0
"10888",532467.086821778,1151072.48576168,73,0,0
"10889",538887.086821778,1151072.48576168,54,1,0
"10890",545307.086821778,1151072.48576168,38,0,0
"10891",551727.086821778,1151072.48576168,34,1,0
"10892",558147.086821778,1151072.48576168,30,0,0
"10893",564567.086821778,1151072.48576168,33,0,0
"10894",570987.086821778,1151072.48576168,81,0,0
"10895",577407.086821778,1151072.48576168,67,0,0
"10896",583827.086821778,1151072.48576168,75,3,0
"10897",590247.086821778,1151072.48576168,71,3,0
"10898",596667.086821778,1151072.48576168,76,0,0
"10899",603087.086821778,1151072.48576168,25,1,0
"10900",609507.086821778,1151072.48576168,61,0,0
"10901",615927.086821778,1151072.48576168,62,1,0
"10902",622347.086821778,1151072.48576168,71,2,0
"10903",628767.086821778,1151072.48576168,63,2,0
"10904",635187.086821778,1151072.48576168,69,2,0
"10905",641607.086821778,1151072.48576168,65,0,0
"10906",648027.086821778,1151072.48576168,64,4,0
"10907",654447.086821778,1151072.48576168,61,0,0
"10908",660867.086821778,1151072.48576168,20,1,0
"10909",667287.086821778,1151072.48576168,4,0,0
"11008",-26072.9131782223,1141832.48576168,6,0,5
"11009",-19652.9131782223,1141832.48576168,69,0,66
"11010",-13232.9131782223,1141832.48576168,69,0,66
"11011",-6812.91317822225,1141832.48576168,69,0,69
"11012",-392.913178222254,1141832.48576168,78,0,78
"11013",6027.08682177775,1141832.48576168,74,0,69
"11014",12447.0868217777,1141832.48576168,75,0,71
"11015",18867.0868217777,1141832.48576168,72,0,59
"11016",25287.0868217777,1141832.48576168,70,2,33
"11017",31707.0868217777,1141832.48576168,70,0,35
"11018",38127.0868217777,1141832.48576168,68,5,16
"11019",44547.0868217777,1141832.48576168,68,5,8
"11020",50967.0868217777,1141832.48576168,69,2,20
"11021",57387.0868217777,1141832.48576168,70,4,4
"11022",63807.0868217777,1141832.48576168,70,2,1
"11023",70227.0868217777,1141832.48576168,68,3,19
"11024",76647.0868217777,1141832.48576168,68,2,4
"11025",83067.0868217777,1141832.48576168,70,0,0
"11026",89487.0868217777,1141832.48576168,74,1,0
"11027",95907.0868217777,1141832.48576168,69,0,0
"11028",102327.086821778,1141832.48576168,71,0,0
"11029",108747.086821778,1141832.48576168,73,2,0
"11030",115167.086821778,1141832.48576168,73,2,2
"11031",121587.086821778,1141832.48576168,72,2,0
"11032",128007.086821778,1141832.48576168,69,2,3
"11033",134427.086821778,1141832.48576168,70,2,1
"11034",140847.086821778,1141832.48576168,73,4,0
"11035",147267.086821778,1141832.48576168,70,2,0
"11036",153687.086821778,1141832.48576168,77,0,2
"11037",160107.086821778,1141832.48576168,74,1,0
"11038",166527.086821778,1141832.48576168,69,3,0
"11039",172947.086821778,1141832.48576168,68,6,0
"11040",179367.086821778,1141832.48576168,68,3,0
"11041",185787.086821778,1141832.48576168,66,1,0
"11042",192207.086821778,1141832.48576168,74,1,0
"11043",198627.086821778,1141832.48576168,51,0,0
"11044",205047.086821778,1141832.48576168,48,2,0
"11045",211467.086821778,1141832.48576168,59,0,0
"11046",217887.086821778,1141832.48576168,68,0,0
"11047",224307.086821778,1141832.48576168,70,1,0
"11048",230727.086821778,1141832.48576168,70,0,0
"11049",237147.086821778,1141832.48576168,67,0,0
"11050",243567.086821778,1141832.48576168,72,3,1
"11051",249987.086821778,1141832.48576168,76,0,0
"11052",256407.086821778,1141832.48576168,69,0,0
"11053",262827.086821778,1141832.48576168,68,1,0
"11054",269247.086821778,1141832.48576168,70,0,0
"11055",275667.086821778,1141832.48576168,70,1,0
"11056",282087.086821778,1141832.48576168,70,0,0
"11057",288507.086821778,1141832.48576168,66,0,0
"11058",294927.086821778,1141832.48576168,70,0,0
"11059",301347.086821778,1141832.48576168,71,0,0
"11060",307767.086821778,1141832.48576168,80,0,0
"11061",314187.086821778,1141832.48576168,74,2,0
"11062",320607.086821778,1141832.48576168,73,0,0
"11063",327027.086821778,1141832.48576168,75,1,0
"11064",333447.086821778,1141832.48576168,70,1,0
"11065",339867.086821778,1141832.48576168,71,2,0
"11066",346287.086821778,1141832.48576168,73,1,0
"11067",352707.086821778,1141832.48576168,73,5,0
"11068",359127.086821778,1141832.48576168,73,0,0
"11069",365547.086821778,1141832.48576168,68,0,0
"11070",371967.086821778,1141832.48576168,71,2,0
"11071",378387.086821778,1141832.48576168,64,8,0
"11072",384807.086821778,1141832.48576168,70,4,0
"11073",391227.086821778,1141832.48576168,68,3,0
"11074",397647.086821778,1141832.48576168,71,0,0
"11075",404067.086821778,1141832.48576168,68,2,0
"11076",410487.086821778,1141832.48576168,66,4,0
"11077",416907.086821778,1141832.48576168,40,2,0
"11078",423327.086821778,1141832.48576168,56,1,0
"11079",429747.086821778,1141832.48576168,69,26,0
"11080",436167.086821778,1141832.48576168,48,3,1
"11081",442587.086821778,1141832.48576168,12,1,0
"11082",449007.086821778,1141832.48576168,1,0,0
"11083",455427.086821778,1141832.48576168,6,0,0
"11084",461847.086821778,1141832.48576168,19,0,0
"11085",468267.086821778,1141832.48576168,35,1,0
"11086",474687.086821778,1141832.48576168,43,0,0
"11087",481107.086821778,1141832.48576168,56,1,0
"11088",487527.086821778,1141832.48576168,67,1,0
"11089",493947.086821778,1141832.48576168,81,0,0
"11090",500367.086821778,1141832.48576168,66,0,0
"11091",506787.086821778,1141832.48576168,67,0,0
"11092",513207.086821778,1141832.48576168,70,1,0
"11093",519627.086821778,1141832.48576168,67,1,0
"11094",526047.086821778,1141832.48576168,71,0,0
"11095",532467.086821778,1141832.48576168,67,0,0
"11096",538887.086821778,1141832.48576168,67,0,0
"11097",545307.086821778,1141832.48576168,71,0,0
"11098",551727.086821778,1141832.48576168,66,0,0
"11099",558147.086821778,1141832.48576168,70,0,0
"11100",564567.086821778,1141832.48576168,78,0,0
"11101",570987.086821778,1141832.48576168,82,0,0
"11102",577407.086821778,1141832.48576168,66,0,0
"11103",583827.086821778,1141832.48576168,79,0,0
"11104",590247.086821778,1141832.48576168,72,0,0
"11105",596667.086821778,1141832.48576168,67,3,0
"11106",603087.086821778,1141832.48576168,66,1,0
"11107",609507.086821778,1141832.48576168,73,0,0
"11108",615927.086821778,1141832.48576168,77,1,0
"11109",622347.086821778,1141832.48576168,70,1,0
"11110",628767.086821778,1141832.48576168,78,2,0
"11111",635187.086821778,1141832.48576168,72,1,0
"11112",641607.086821778,1141832.48576168,77,1,1
"11113",648027.086821778,1141832.48576168,69,0,0
"11114",654447.086821778,1141832.48576168,72,1,0
"11115",660867.086821778,1141832.48576168,76,4,0
"11116",667287.086821778,1141832.48576168,49,3,0
"11215",-26072.9131782223,1132592.48576168,31,0,23
"11216",-19652.9131782223,1132592.48576168,76,0,76
"11217",-13232.9131782223,1132592.48576168,72,0,69
"11218",-6812.91317822225,1132592.48576168,72,0,70
"11219",-392.913178222254,1132592.48576168,75,0,73
"11220",6027.08682177775,1132592.48576168,69,0,69
"11221",12447.0868217777,1132592.48576168,68,0,58
"11222",18867.0868217777,1132592.48576168,70,0,56
"11223",25287.0868217777,1132592.48576168,71,0,58
"11224",31707.0868217777,1132592.48576168,75,0,53
"11225",38127.0868217777,1132592.48576168,80,4,26
"11226",44547.0868217777,1132592.48576168,71,4,31
"11227",50967.0868217777,1132592.48576168,74,4,9
"11228",57387.0868217777,1132592.48576168,74,6,16
"11229",63807.0868217777,1132592.48576168,71,2,2
"11230",70227.0868217777,1132592.48576168,75,2,13
"11231",76647.0868217777,1132592.48576168,71,2,7
"11232",83067.0868217777,1132592.48576168,73,1,0
"11233",89487.0868217777,1132592.48576168,69,1,0
"11234",95907.0868217777,1132592.48576168,69,1,0
"11235",102327.086821778,1132592.48576168,70,0,0
"11236",108747.086821778,1132592.48576168,68,0,2
"11237",115167.086821778,1132592.48576168,71,1,3
"11238",121587.086821778,1132592.48576168,70,0,1
"11239",128007.086821778,1132592.48576168,64,0,0
"11240",134427.086821778,1132592.48576168,72,0,0
"11241",140847.086821778,1132592.48576168,67,0,0
"11242",147267.086821778,1132592.48576168,72,3,0
"11243",153687.086821778,1132592.48576168,69,4,2
"11244",160107.086821778,1132592.48576168,66,3,3
"11245",166527.086821778,1132592.48576168,68,5,4
"11246",172947.086821778,1132592.48576168,75,2,0
"11247",179367.086821778,1132592.48576168,73,6,1
"11248",185787.086821778,1132592.48576168,70,0,1
"11249",192207.086821778,1132592.48576168,23,0,0
"11250",198627.086821778,1132592.48576168,1,0,0
"11252",211467.086821778,1132592.48576168,34,0,0
"11253",217887.086821778,1132592.48576168,68,0,0
"11254",224307.086821778,1132592.48576168,68,0,0
"11255",230727.086821778,1132592.48576168,67,1,2
"11256",237147.086821778,1132592.48576168,68,0,0
"11257",243567.086821778,1132592.48576168,69,1,0
"11258",249987.086821778,1132592.48576168,73,1,0
"11259",256407.086821778,1132592.48576168,70,0,1
"11260",262827.086821778,1132592.48576168,67,1,1
"11261",269247.086821778,1132592.48576168,68,0,8
"11262",275667.086821778,1132592.48576168,71,1,2
"11263",282087.086821778,1132592.48576168,71,1,0
"11264",288507.086821778,1132592.48576168,67,0,0
"11265",294927.086821778,1132592.48576168,69,0,0
"11266",301347.086821778,1132592.48576168,68,0,0
"11267",307767.086821778,1132592.48576168,73,1,0
"11268",314187.086821778,1132592.48576168,67,0,0
"11269",320607.086821778,1132592.48576168,71,0,0
"11270",327027.086821778,1132592.48576168,69,0,0
"11271",333447.086821778,1132592.48576168,69,3,0
"11272",339867.086821778,1132592.48576168,71,0,0
"11273",346287.086821778,1132592.48576168,67,2,0
"11274",352707.086821778,1132592.48576168,69,4,0
"11275",359127.086821778,1132592.48576168,71,0,0
"11276",365547.086821778,1132592.48576168,55,19,0
"11277",371967.086821778,1132592.48576168,72,1,0
"11278",378387.086821778,1132592.48576168,73,0,0
"11279",384807.086821778,1132592.48576168,73,3,0
"11280",391227.086821778,1132592.48576168,70,0,0
"11281",397647.086821778,1132592.48576168,74,0,0
"11282",404067.086821778,1132592.48576168,68,0,1
"11283",410487.086821778,1132592.48576168,72,0,0
"11284",416907.086821778,1132592.48576168,73,0,1
"11285",423327.086821778,1132592.48576168,66,1,0
"11286",429747.086821778,1132592.48576168,71,1,0
"11287",436167.086821778,1132592.48576168,68,0,0
"11288",442587.086821778,1132592.48576168,70,0,0
"11289",449007.086821778,1132592.48576168,62,0,0
"11290",455427.086821778,1132592.48576168,65,0,0
"11291",461847.086821778,1132592.48576168,67,2,0
"11292",468267.086821778,1132592.48576168,67,0,0
"11293",474687.086821778,1132592.48576168,68,0,0
"11294",481107.086821778,1132592.48576168,70,1,0
"11295",487527.086821778,1132592.48576168,69,0,0
"11296",493947.086821778,1132592.48576168,76,0,0
"11297",500367.086821778,1132592.48576168,79,0,0
"11298",506787.086821778,1132592.48576168,74,1,0
"11299",513207.086821778,1132592.48576168,54,0,0
"11300",519627.086821778,1132592.48576168,68,0,0
"11301",526047.086821778,1132592.48576168,67,0,0
"11302",532467.086821778,1132592.48576168,70,0,0
"11303",538887.086821778,1132592.48576168,67,1,0
"11304",545307.086821778,1132592.48576168,66,0,0
"11305",551727.086821778,1132592.48576168,69,0,0
