"","x","y","two_trees","one_tree","no_trees"
"9160",70227.0868217777,1224992.48576168,72,5,2
"9161",76647.0868217777,1224992.48576168,73,1,3
"9162",83067.0868217777,1224992.48576168,74,4,5
"9163",89487.0868217777,1224992.48576168,72,1,3
"9164",95907.0868217777,1224992.48576168,82,2,3
"9165",102327.086821778,1224992.48576168,72,2,0
"9166",108747.086821778,1224992.48576168,76,1,2
"9167",115167.086821778,1224992.48576168,75,2,4
"9168",121587.086821778,1224992.48576168,70,1,2
"9169",128007.086821778,1224992.48576168,70,0,0
"9170",134427.086821778,1224992.48576168,72,3,0
"9171",140847.086821778,1224992.48576168,71,0,0
"9172",147267.086821778,1224992.48576168,68,1,0
"9173",153687.086821778,1224992.48576168,53,0,0
"9174",160107.086821778,1224992.48576168,32,0,0
"9175",166527.086821778,1224992.48576168,50,3,0
"9176",172947.086821778,1224992.48576168,61,8,1
"9177",179367.086821778,1224992.48576168,60,3,2
"9178",185787.086821778,1224992.48576168,67,3,1
"9179",192207.086821778,1224992.48576168,66,0,2
"9180",198627.086821778,1224992.48576168,70,0,0
"9181",205047.086821778,1224992.48576168,80,0,0
"9182",211467.086821778,1224992.48576168,74,0,0
"9183",217887.086821778,1224992.48576168,77,0,0
"9184",224307.086821778,1224992.48576168,75,0,0
"9185",230727.086821778,1224992.48576168,69,1,0
"9186",237147.086821778,1224992.48576168,69,1,0
"9187",243567.086821778,1224992.48576168,69,0,0
"9188",249987.086821778,1224992.48576168,69,0,0
"9189",256407.086821778,1224992.48576168,74,0,0
"9190",262827.086821778,1224992.48576168,71,0,1
"9191",269247.086821778,1224992.48576168,68,0,0
"9192",275667.086821778,1224992.48576168,69,0,0
"9193",282087.086821778,1224992.48576168,69,0,1
"9194",288507.086821778,1224992.48576168,70,2,4
"9195",294927.086821778,1224992.48576168,71,0,1
"9196",301347.086821778,1224992.48576168,66,0,0
"9197",307767.086821778,1224992.48576168,72,1,1
"9198",314187.086821778,1224992.48576168,66,1,0
"9199",320607.086821778,1224992.48576168,71,1,1
"9200",327027.086821778,1224992.48576168,68,1,0
"9201",333447.086821778,1224992.48576168,69,0,0
"9202",339867.086821778,1224992.48576168,70,0,1
"9203",346287.086821778,1224992.48576168,68,0,1
"9204",352707.086821778,1224992.48576168,70,2,1
"9205",359127.086821778,1224992.48576168,68,0,0
"9206",365547.086821778,1224992.48576168,68,0,0
"9207",371967.086821778,1224992.48576168,69,0,0
"9208",378387.086821778,1224992.48576168,69,0,0
"9209",384807.086821778,1224992.48576168,70,0,0
"9210",391227.086821778,1224992.48576168,66,0,0
"9211",397647.086821778,1224992.48576168,49,0,0
"9212",404067.086821778,1224992.48576168,9,0,0
"9247",628767.086821778,1224992.48576168,10,2,0
"9248",635187.086821778,1224992.48576168,12,1,0
"9249",641607.086821778,1224992.48576168,22,0,0
"9250",648027.086821778,1224992.48576168,20,0,0
"9251",654447.086821778,1224992.48576168,13,0,0
"9252",660867.086821778,1224992.48576168,4,0,0
"9352",-26072.9131782223,1215752.48576168,57,0,54
"9353",-19652.9131782223,1215752.48576168,71,0,67
"9354",-13232.9131782223,1215752.48576168,68,0,66
"9355",-6812.91317822225,1215752.48576168,67,0,66
"9356",-392.913178222254,1215752.48576168,78,0,78
"9357",6027.08682177775,1215752.48576168,67,0,62
"9358",12447.0868217777,1215752.48576168,68,1,45
"9359",18867.0868217777,1215752.48576168,68,1,13
"9360",25287.0868217777,1215752.48576168,53,0,7
"9361",31707.0868217777,1215752.48576168,66,4,11
"9362",38127.0868217777,1215752.48576168,67,4,16
"9363",44547.0868217777,1215752.48576168,69,1,16
"9364",50967.0868217777,1215752.48576168,69,5,3
"9365",57387.0868217777,1215752.48576168,66,3,0
"9366",63807.0868217777,1215752.48576168,65,3,1
"9367",70227.0868217777,1215752.48576168,69,5,0
"9368",76647.0868217777,1215752.48576168,69,4,0
"9369",83067.0868217777,1215752.48576168,69,0,0
"9370",89487.0868217777,1215752.48576168,68,2,1
"9371",95907.0868217777,1215752.48576168,79,3,1
"9372",102327.086821778,1215752.48576168,68,5,13
"9373",108747.086821778,1215752.48576168,67,2,0
"9374",115167.086821778,1215752.48576168,75,5,0
"9375",121587.086821778,1215752.48576168,70,1,2
"9376",128007.086821778,1215752.48576168,72,2,2
"9377",134427.086821778,1215752.48576168,79,1,3
"9378",140847.086821778,1215752.48576168,73,2,0
"9379",147267.086821778,1215752.48576168,66,4,0
"9380",153687.086821778,1215752.48576168,66,3,0
"9381",160107.086821778,1215752.48576168,65,3,0
"9382",166527.086821778,1215752.48576168,66,8,0
"9383",172947.086821778,1215752.48576168,67,3,1
"9384",179367.086821778,1215752.48576168,66,4,0
"9385",185787.086821778,1215752.48576168,65,1,0
"9386",192207.086821778,1215752.48576168,56,1,0
"9387",198627.086821778,1215752.48576168,68,1,0
"9388",205047.086821778,1215752.48576168,88,0,4
"9389",211467.086821778,1215752.48576168,71,1,4
"9390",217887.086821778,1215752.48576168,74,1,0
"9391",224307.086821778,1215752.48576168,73,3,0
"9392",230727.086821778,1215752.48576168,78,3,2
"9393",237147.086821778,1215752.48576168,70,1,3
"9394",243567.086821778,1215752.48576168,75,0,0
"9395",249987.086821778,1215752.48576168,65,1,0
"9396",256407.086821778,1215752.48576168,78,3,2
"9397",262827.086821778,1215752.48576168,65,4,4
"9398",269247.086821778,1215752.48576168,77,1,5
"9399",275667.086821778,1215752.48576168,80,1,8
"9400",282087.086821778,1215752.48576168,71,1,7
"9401",288507.086821778,1215752.48576168,73,1,0
"9402",294927.086821778,1215752.48576168,75,0,2
"9403",301347.086821778,1215752.48576168,78,0,9
"9404",307767.086821778,1215752.48576168,71,0,4
"9405",314187.086821778,1215752.48576168,68,0,0
"9406",320607.086821778,1215752.48576168,68,0,1
"9407",327027.086821778,1215752.48576168,68,0,0
"9408",333447.086821778,1215752.48576168,69,1,0
"9409",339867.086821778,1215752.48576168,65,0,0
"9410",346287.086821778,1215752.48576168,68,0,4
"9411",352707.086821778,1215752.48576168,75,0,2
"9412",359127.086821778,1215752.48576168,71,0,2
"9413",365547.086821778,1215752.48576168,71,0,0
"9414",371967.086821778,1215752.48576168,68,2,0
"9415",378387.086821778,1215752.48576168,70,0,0
"9416",384807.086821778,1215752.48576168,65,0,0
"9417",391227.086821778,1215752.48576168,23,0,0
"9451",609507.086821778,1215752.48576168,9,0,0
"9452",615927.086821778,1215752.48576168,38,1,0
"9453",622347.086821778,1215752.48576168,59,2,0
"9454",628767.086821778,1215752.48576168,66,0,0
"9455",635187.086821778,1215752.48576168,73,3,0
"9456",641607.086821778,1215752.48576168,59,0,0
"9457",648027.086821778,1215752.48576168,52,1,0
"9458",654447.086821778,1215752.48576168,54,5,0
"9459",660867.086821778,1215752.48576168,43,2,0
"9558",-32492.9131782223,1206512.48576168,4,0,4
"9559",-26072.9131782223,1206512.48576168,73,0,71
"9560",-19652.9131782223,1206512.48576168,67,0,67
"9561",-13232.9131782223,1206512.48576168,72,0,69
"9562",-6812.91317822225,1206512.48576168,66,0,42
"9563",-392.913178222254,1206512.48576168,75,0,72
"9564",6027.08682177775,1206512.48576168,70,2,52
"9565",12447.0868217777,1206512.48576168,67,1,54
"9566",18867.0868217777,1206512.48576168,79,2,60
"9567",25287.0868217777,1206512.48576168,58,0,16
"9568",31707.0868217777,1206512.48576168,71,0,15
"9569",38127.0868217777,1206512.48576168,73,0,11
"9570",44547.0868217777,1206512.48576168,72,0,9
"9571",50967.0868217777,1206512.48576168,70,5,10
"9572",57387.0868217777,1206512.48576168,68,0,0
"9573",63807.0868217777,1206512.48576168,69,2,4
"9574",70227.0868217777,1206512.48576168,65,1,0
"9575",76647.0868217777,1206512.48576168,71,0,0
"9576",83067.0868217777,1206512.48576168,69,0,0
"9577",89487.0868217777,1206512.48576168,71,0,0
"9578",95907.0868217777,1206512.48576168,77,5,2
"9579",102327.086821778,1206512.48576168,73,2,2
"9580",108747.086821778,1206512.48576168,74,7,0
"9581",115167.086821778,1206512.48576168,71,1,0
"9582",121587.086821778,1206512.48576168,70,0,0
"9583",128007.086821778,1206512.48576168,66,0,0
"9584",134427.086821778,1206512.48576168,75,1,0
"9585",140847.086821778,1206512.48576168,67,0,0
"9586",147267.086821778,1206512.48576168,60,4,0
"9587",153687.086821778,1206512.48576168,65,3,0
"9588",160107.086821778,1206512.48576168,57,5,1
"9589",166527.086821778,1206512.48576168,63,2,1
"9590",172947.086821778,1206512.48576168,68,2,0
"9591",179367.086821778,1206512.48576168,71,0,0
"9592",185787.086821778,1206512.48576168,68,2,0
"9593",192207.086821778,1206512.48576168,70,0,0
"9594",198627.086821778,1206512.48576168,71,0,1
"9595",205047.086821778,1206512.48576168,78,0,0
"9596",211467.086821778,1206512.48576168,69,0,0
"9597",217887.086821778,1206512.48576168,67,3,0
"9598",224307.086821778,1206512.48576168,69,2,1
"9599",230727.086821778,1206512.48576168,68,1,0
"9600",237147.086821778,1206512.48576168,73,4,2
"9601",243567.086821778,1206512.48576168,73,6,5
"9602",249987.086821778,1206512.48576168,65,2,2
"9603",256407.086821778,1206512.48576168,77,1,4
"9604",262827.086821778,1206512.48576168,70,2,5
"9605",269247.086821778,1206512.48576168,68,0,1
"9606",275667.086821778,1206512.48576168,71,3,6
"9607",282087.086821778,1206512.48576168,68,8,6
"9608",288507.086821778,1206512.48576168,73,0,0
"9609",294927.086821778,1206512.48576168,68,0,0
"9610",301347.086821778,1206512.48576168,70,0,0
"9611",307767.086821778,1206512.48576168,73,0,4
"9612",314187.086821778,1206512.48576168,76,0,5
"9613",320607.086821778,1206512.48576168,67,0,4
"9614",327027.086821778,1206512.48576168,72,0,1
"9615",333447.086821778,1206512.48576168,67,0,1
"9616",339867.086821778,1206512.48576168,64,0,1
"9617",346287.086821778,1206512.48576168,63,0,1
"9618",352707.086821778,1206512.48576168,77,0,5
"9619",359127.086821778,1206512.48576168,70,0,0
"9620",365547.086821778,1206512.48576168,71,0,0
"9621",371967.086821778,1206512.48576168,67,0,0
"9622",378387.086821778,1206512.48576168,35,0,0
"9623",384807.086821778,1206512.48576168,5,0,0
"9657",603087.086821778,1206512.48576168,31,0,0
"9658",609507.086821778,1206512.48576168,73,1,0
"9659",615927.086821778,1206512.48576168,78,3,0
"9660",622347.086821778,1206512.48576168,71,0,0
"9661",628767.086821778,1206512.48576168,66,3,0
"9662",635187.086821778,1206512.48576168,64,3,0
"9663",641607.086821778,1206512.48576168,39,2,0
"9664",648027.086821778,1206512.48576168,2,0,0
"9766",-26072.9131782223,1197272.48576168,46,0,44
"9767",-19652.9131782223,1197272.48576168,65,0,64
"9768",-13232.9131782223,1197272.48576168,66,0,65
"9769",-6812.91317822225,1197272.48576168,71,1,57
"9770",-392.913178222254,1197272.48576168,69,0,64
"9771",6027.08682177775,1197272.48576168,70,0,56
"9772",12447.0868217777,1197272.48576168,72,3,37
"9773",18867.0868217777,1197272.48576168,79,7,18
"9774",25287.0868217777,1197272.48576168,70,2,25
"9775",31707.0868217777,1197272.48576168,70,0,1
"9776",38127.0868217777,1197272.48576168,67,0,0
"9777",44547.0868217777,1197272.48576168,68,0,0
"9778",50967.0868217777,1197272.48576168,73,0,0
"9779",57387.0868217777,1197272.48576168,74,2,25
"9780",63807.0868217777,1197272.48576168,71,4,16
"9781",70227.0868217777,1197272.48576168,73,1,0
"9782",76647.0868217777,1197272.48576168,73,0,0
"9783",83067.0868217777,1197272.48576168,78,0,0
"9784",89487.0868217777,1197272.48576168,68,0,0
"9785",95907.0868217777,1197272.48576168,80,0,1
"9786",102327.086821778,1197272.48576168,67,2,0
"9787",108747.086821778,1197272.48576168,69,0,0
"9788",115167.086821778,1197272.48576168,72,1,0
"9789",121587.086821778,1197272.48576168,79,2,0
"9790",128007.086821778,1197272.48576168,72,1,0
"9791",134427.086821778,1197272.48576168,69,0,0
"9792",140847.086821778,1197272.48576168,70,0,0
"9793",147267.086821778,1197272.48576168,62,0,0
"9794",153687.086821778,1197272.48576168,68,4,0
"9795",160107.086821778,1197272.48576168,67,4,0
"9796",166527.086821778,1197272.48576168,74,0,0
"9797",172947.086821778,1197272.48576168,73,1,0
"9798",179367.086821778,1197272.48576168,71,2,0
"9799",185787.086821778,1197272.48576168,69,1,0
"9800",192207.086821778,1197272.48576168,69,0,0
"9801",198627.086821778,1197272.48576168,81,0,0
"9802",205047.086821778,1197272.48576168,69,0,1
"9803",211467.086821778,1197272.48576168,67,0,4
"9804",217887.086821778,1197272.48576168,67,1,2
"9805",224307.086821778,1197272.48576168,66,7,2
"9806",230727.086821778,1197272.48576168,68,0,0
"9807",237147.086821778,1197272.48576168,69,4,6
"9808",243567.086821778,1197272.48576168,69,1,10
"9809",249987.086821778,1197272.48576168,65,2,0
"9810",256407.086821778,1197272.48576168,77,0,2
"9811",262827.086821778,1197272.48576168,68,0,0
"9812",269247.086821778,1197272.48576168,70,0,3
"9813",275667.086821778,1197272.48576168,68,2,1
"9814",282087.086821778,1197272.48576168,71,1,2
"9815",288507.086821778,1197272.48576168,70,1,0
"9816",294927.086821778,1197272.48576168,69,0,1
"9817",301347.086821778,1197272.48576168,68,0,0
"9818",307767.086821778,1197272.48576168,71,0,0
"9819",314187.086821778,1197272.48576168,68,0,2
"9820",320607.086821778,1197272.48576168,70,0,5
"9821",327027.086821778,1197272.48576168,69,0,0
"9822",333447.086821778,1197272.48576168,69,0,2
"9823",339867.086821778,1197272.48576168,70,0,0
"9824",346287.086821778,1197272.48576168,66,0,0
"9825",352707.086821778,1197272.48576168,76,0,0
"9826",359127.086821778,1197272.48576168,62,0,0
"9827",365547.086821778,1197272.48576168,30,0,0
"9828",371967.086821778,1197272.48576168,1,0,0
"9838",436167.086821778,1197272.48576168,1,0,0
"9861",583827.086821778,1197272.48576168,6,0,0
"9862",590247.086821778,1197272.48576168,32,1,0
"9863",596667.086821778,1197272.48576168,54,2,0
"9864",603087.086821778,1197272.48576168,69,2,0
"9865",609507.086821778,1197272.48576168,66,1,0
"9866",615927.086821778,1197272.48576168,79,0,0
"9867",622347.086821778,1197272.48576168,71,0,0
"9868",628767.086821778,1197272.48576168,45,2,0
"9869",635187.086821778,1197272.48576168,8,0,0
"9973",-26072.9131782223,1188032.48576168,10,0,9
"9974",-19652.9131782223,1188032.48576168,63,0,63
"9975",-13232.9131782223,1188032.48576168,68,0,59
"9976",-6812.91317822225,1188032.48576168,70,0,59
"9977",-392.913178222254,1188032.48576168,72,0,52
"9978",6027.08682177775,1188032.48576168,71,0,68
"9979",12447.0868217777,1188032.48576168,68,0,47
"9980",18867.0868217777,1188032.48576168,71,1,42
"9981",25287.0868217777,1188032.48576168,69,1,1
"9982",31707.0868217777,1188032.48576168,68,2,0
"9983",38127.0868217777,1188032.48576168,72,1,0
"9984",44547.0868217777,1188032.48576168,73,1,0
"9985",50967.0868217777,1188032.48576168,76,12,1
"9986",57387.0868217777,1188032.48576168,79,3,55
"9987",63807.0868217777,1188032.48576168,69,1,22
"9988",70227.0868217777,1188032.48576168,74,1,5
"9989",76647.0868217777,1188032.48576168,72,2,0
"9990",83067.0868217777,1188032.48576168,72,0,1
"9991",89487.0868217777,1188032.48576168,76,1,4
"9992",95907.0868217777,1188032.48576168,77,1,3
"9993",102327.086821778,1188032.48576168,75,2,3
"9994",108747.086821778,1188032.48576168,69,7,1
"9995",115167.086821778,1188032.48576168,70,2,3
"9996",121587.086821778,1188032.48576168,73,1,2
"9997",128007.086821778,1188032.48576168,69,1,0
"9998",134427.086821778,1188032.48576168,71,0,0
"9999",140847.086821778,1188032.48576168,67,5,0
"10000",147267.086821778,1188032.48576168,69,1,0
"10001",153687.086821778,1188032.48576168,69,6,0
"10002",160107.086821778,1188032.48576168,68,2,0
"10003",166527.086821778,1188032.48576168,65,2,0
"10004",172947.086821778,1188032.48576168,72,4,0
"10005",179367.086821778,1188032.48576168,71,2,1
"10006",185787.086821778,1188032.48576168,75,1,0
"10007",192207.086821778,1188032.48576168,73,1,1
"10008",198627.086821778,1188032.48576168,82,0,0
"10009",205047.086821778,1188032.48576168,65,3,2
"10010",211467.086821778,1188032.48576168,68,1,3
"10011",217887.086821778,1188032.48576168,68,2,1
"10012",224307.086821778,1188032.48576168,69,1,0
"10013",230727.086821778,1188032.48576168,67,0,0
"10014",237147.086821778,1188032.48576168,68,1,5
"10015",243567.086821778,1188032.48576168,65,1,10
"10016",249987.086821778,1188032.48576168,66,2,0
"10017",256407.086821778,1188032.48576168,81,0,0
"10018",262827.086821778,1188032.48576168,75,1,1
"10019",269247.086821778,1188032.48576168,68,1,1
"10020",275667.086821778,1188032.48576168,71,0,0
"10021",282087.086821778,1188032.48576168,71,0,1
"10022",288507.086821778,1188032.48576168,67,0,0
"10023",294927.086821778,1188032.48576168,69,1,2
"10024",301347.086821778,1188032.48576168,64,0,0
"10025",307767.086821778,1188032.48576168,68,0,1
"10026",314187.086821778,1188032.48576168,68,0,1
"10027",320607.086821778,1188032.48576168,66,0,1
"10028",327027.086821778,1188032.48576168,66,0,0
"10029",333447.086821778,1188032.48576168,68,1,1
"10030",339867.086821778,1188032.48576168,68,0,0
"10031",346287.086821778,1188032.48576168,62,0,0
"10032",352707.086821778,1188032.48576168,36,0,0
"10033",359127.086821778,1188032.48576168,2,0,0
"10041",410487.086821778,1188032.48576168,1,0,0
"10042",416907.086821778,1188032.48576168,13,1,0
"10044",429747.086821778,1188032.48576168,9,2,0
"10045",436167.086821778,1188032.48576168,15,4,0
"10046",442587.086821778,1188032.48576168,9,0,0
"10047",449007.086821778,1188032.48576168,6,4,0
"10048",455427.086821778,1188032.48576168,21,3,0
"10066",570987.086821778,1188032.48576168,8,0,0
"10067",577407.086821778,1188032.48576168,36,0,0
"10068",583827.086821778,1188032.48576168,60,0,0
"10069",590247.086821778,1188032.48576168,66,3,0
"10070",596667.086821778,1188032.48576168,65,4,0
"10071",603087.086821778,1188032.48576168,57,4,0
"10072",609507.086821778,1188032.48576168,54,0,0
"10073",615927.086821778,1188032.48576168,64,2,0
"10074",622347.086821778,1188032.48576168,18,0,0
"10180",-26072.9131782223,1178792.48576168,39,0,36
"10181",-19652.9131782223,1178792.48576168,67,0,64
"10182",-13232.9131782223,1178792.48576168,69,0,67
"10183",-6812.91317822225,1178792.48576168,70,0,67
"10184",-392.913178222254,1178792.48576168,68,0,54
"10185",6027.08682177775,1178792.48576168,72,0,70
"10186",12447.0868217777,1178792.48576168,68,0,45
"10187",18867.0868217777,1178792.48576168,67,3,22
"10188",25287.0868217777,1178792.48576168,70,4,1
"10189",31707.0868217777,1178792.48576168,68,3,0
"10190",38127.0868217777,1178792.48576168,69,3,1
"10191",44547.0868217777,1178792.48576168,71,3,0
"10192",50967.0868217777,1178792.48576168,70,0,0
"10193",57387.0868217777,1178792.48576168,68,5,12
"10194",63807.0868217777,1178792.48576168,70,2,15
"10195",70227.0868217777,1178792.48576168,67,1,0
"10196",76647.0868217777,1178792.48576168,71,2,0
"10197",83067.0868217777,1178792.48576168,68,5,3
"10198",89487.0868217777,1178792.48576168,77,2,1
"10199",95907.0868217777,1178792.48576168,68,0,0
"10200",102327.086821778,1178792.48576168,67,1,0
"10201",108747.086821778,1178792.48576168,71,1,0
"10202",115167.086821778,1178792.48576168,74,3,1
"10203",121587.086821778,1178792.48576168,80,0,4
"10204",128007.086821778,1178792.48576168,71,0,5
"10205",134427.086821778,1178792.48576168,70,0,3
"10206",140847.086821778,1178792.48576168,70,0,2
"10207",147267.086821778,1178792.48576168,69,0,0
"10208",153687.086821778,1178792.48576168,74,0,0
"10209",160107.086821778,1178792.48576168,57,1,0
"10210",166527.086821778,1178792.48576168,48,0,0
"10211",172947.086821778,1178792.48576168,69,2,0
"10212",179367.086821778,1178792.48576168,70,1,0
"10213",185787.086821778,1178792.48576168,68,2,0
"10214",192207.086821778,1178792.48576168,71,1,1
"10215",198627.086821778,1178792.48576168,75,0,2
"10216",205047.086821778,1178792.48576168,62,0,3
"10217",211467.086821778,1178792.48576168,69,1,4
"10218",217887.086821778,1178792.48576168,66,4,0
"10219",224307.086821778,1178792.48576168,69,0,0
"10220",230727.086821778,1178792.48576168,68,0,0
"10221",237147.086821778,1178792.48576168,69,3,3
"10222",243567.086821778,1178792.48576168,71,2,4
"10223",249987.086821778,1178792.48576168,80,3,4
"10224",256407.086821778,1178792.48576168,78,0,1
"10225",262827.086821778,1178792.48576168,72,2,0
"10226",269247.086821778,1178792.48576168,72,0,2
"10227",275667.086821778,1178792.48576168,72,2,0
"10228",282087.086821778,1178792.48576168,68,1,0
"10229",288507.086821778,1178792.48576168,73,0,1
"10230",294927.086821778,1178792.48576168,69,0,1
"10231",301347.086821778,1178792.48576168,70,0,0
"10232",307767.086821778,1178792.48576168,69,0,0
"10233",314187.086821778,1178792.48576168,70,0,2
"10234",320607.086821778,1178792.48576168,67,1,0
"10235",327027.086821778,1178792.48576168,69,1,0
"10236",333447.086821778,1178792.48576168,48,0,0
"10237",339867.086821778,1178792.48576168,16,1,0
"10238",346287.086821778,1178792.48576168,1,0,0
"10245",391227.086821778,1178792.48576168,1,0,0
"10246",397647.086821778,1178792.48576168,1,0,0
"10247",404067.086821778,1178792.48576168,7,0,0
"10248",410487.086821778,1178792.48576168,27,1,0
"10249",416907.086821778,1178792.48576168,47,1,0
"10250",423327.086821778,1178792.48576168,50,1,0
"10251",429747.086821778,1178792.48576168,32,8,0
"10252",436167.086821778,1178792.48576168,23,3,0
"10253",442587.086821778,1178792.48576168,31,2,0
"10254",449007.086821778,1178792.48576168,16,3,0
"10255",455427.086821778,1178792.48576168,1,0,0
"10270",551727.086821778,1178792.48576168,1,0,0
"10271",558147.086821778,1178792.48576168,3,0,0
"10272",564567.086821778,1178792.48576168,6,0,0
"10273",570987.086821778,1178792.48576168,60,0,0
"10274",577407.086821778,1178792.48576168,65,0,0
"10275",583827.086821778,1178792.48576168,65,0,0
"10276",590247.086821778,1178792.48576168,68,1,0
"10277",596667.086821778,1178792.48576168,65,0,0
"10278",603087.086821778,1178792.48576168,32,2,0
"10279",609507.086821778,1178792.48576168,64,2,0
"10280",615927.086821778,1178792.48576168,9,0,0
"10387",-26072.9131782223,1169552.48576168,3,0,3
"10388",-19652.9131782223,1169552.48576168,61,0,60
"10389",-13232.9131782223,1169552.48576168,68,0,67
"10390",-6812.91317822225,1169552.48576168,72,0,69
"10391",-392.913178222254,1169552.48576168,67,0,66
"10392",6027.08682177775,1169552.48576168,73,0,65
"10393",12447.0868217777,1169552.48576168,69,1,40
"10394",18867.0868217777,1169552.48576168,69,7,13
"10395",25287.0868217777,1169552.48576168,69,19,5
"10396",31707.0868217777,1169552.48576168,71,5,7
"10397",38127.0868217777,1169552.48576168,70,16,5
"10398",44547.0868217777,1169552.48576168,69,10,4
"10399",50967.0868217777,1169552.48576168,70,2,0
"10400",57387.0868217777,1169552.48576168,70,1,12
"10401",63807.0868217777,1169552.48576168,71,4,10
"10402",70227.0868217777,1169552.48576168,67,4,2
"10403",76647.0868217777,1169552.48576168,68,0,1
"10404",83067.0868217777,1169552.48576168,70,10,1
"10405",89487.0868217777,1169552.48576168,75,7,6
"10406",95907.0868217777,1169552.48576168,72,2,0
"10407",102327.086821778,1169552.48576168,67,6,1
"10408",108747.086821778,1169552.48576168,68,4,1
"10409",115167.086821778,1169552.48576168,68,1,5
"10410",121587.086821778,1169552.48576168,74,2,3
"10411",128007.086821778,1169552.48576168,63,2,1
"10412",134427.086821778,1169552.48576168,66,0,0
"10413",140847.086821778,1169552.48576168,69,1,0
"10414",147267.086821778,1169552.48576168,69,0,0
"10415",153687.086821778,1169552.48576168,74,0,0
"10416",160107.086821778,1169552.48576168,64,2,1
"10417",166527.086821778,1169552.48576168,27,1,0
"10418",172947.086821778,1169552.48576168,68,4,0
"10419",179367.086821778,1169552.48576168,70,7,3
"10420",185787.086821778,1169552.48576168,82,9,2
"10421",192207.086821778,1169552.48576168,82,2,2
"10422",198627.086821778,1169552.48576168,73,5,2
"10423",205047.086821778,1169552.48576168,65,4,5
"10424",211467.086821778,1169552.48576168,65,2,6
"10425",217887.086821778,1169552.48576168,64,3,0
"10426",224307.086821778,1169552.48576168,68,3,5
"10427",230727.086821778,1169552.48576168,67,5,4
"10428",237147.086821778,1169552.48576168,67,7,1
"10429",243567.086821778,1169552.48576168,68,1,0
"10430",249987.086821778,1169552.48576168,74,0,0
"10431",256407.086821778,1169552.48576168,67,0,0
"10432",262827.086821778,1169552.48576168,67,2,1
"10433",269247.086821778,1169552.48576168,69,0,0
"10434",275667.086821778,1169552.48576168,68,2,2
"10435",282087.086821778,1169552.48576168,68,4,1
"10436",288507.086821778,1169552.48576168,66,1,0
"10437",294927.086821778,1169552.48576168,73,0,0
"10438",301347.086821778,1169552.48576168,71,0,1
"10439",307767.086821778,1169552.48576168,76,0,0
"10440",314187.086821778,1169552.48576168,77,0,0
"10441",320607.086821778,1169552.48576168,65,0,1
"10442",327027.086821778,1169552.48576168,34,1,0
"10447",359127.086821778,1169552.48576168,2,0,0
"10448",365547.086821778,1169552.48576168,1,0,0
"10449",371967.086821778,1169552.48576168,3,0,0
"10450",378387.086821778,1169552.48576168,19,0,0
"10451",384807.086821778,1169552.48576168,37,1,0
"10452",391227.086821778,1169552.48576168,56,0,0
"10453",397647.086821778,1169552.48576168,58,2,0
"10454",404067.086821778,1169552.48576168,65,0,0
"10455",410487.086821778,1169552.48576168,71,0,0
"10456",416907.086821778,1169552.48576168,72,0,0
"10457",423327.086821778,1169552.48576168,63,0,0
"10458",429747.086821778,1169552.48576168,23,3,0
"10459",436167.086821778,1169552.48576168,26,4,0
"10460",442587.086821778,1169552.48576168,13,1,0
"10461",449007.086821778,1169552.48576168,6,1,0
"10476",545307.086821778,1169552.48576168,12,1,0
"10477",551727.086821778,1169552.48576168,60,2,0
"10478",558147.086821778,1169552.48576168,67,1,0
"10479",564567.086821778,1169552.48576168,71,0,0
"10480",570987.086821778,1169552.48576168,74,0,0
"10481",577407.086821778,1169552.48576168,65,0,0
"10482",583827.086821778,1169552.48576168,69,0,0
"10483",590247.086821778,1169552.48576168,65,0,0
"10484",596667.086821778,1169552.48576168,72,1,0
"10485",603087.086821778,1169552.48576168,65,4,0
"10486",609507.086821778,1169552.48576168,15,1,0
"10488",622347.086821778,1169552.48576168,2,0,0
"10489",628767.086821778,1169552.48576168,6,0,0
"10594",-26072.9131782223,1160312.48576168,2,0,1
"10595",-19652.9131782223,1160312.48576168,64,2,58
"10596",-13232.9131782223,1160312.48576168,70,0,69
"10597",-6812.91317822225,1160312.48576168,67,0,65
"10598",-392.913178222254,1160312.48576168,63,0,58
"10599",6027.08682177775,1160312.48576168,71,0,70
"10600",12447.0868217777,1160312.48576168,68,6,50
"10601",18867.0868217777,1160312.48576168,71,6,38
"10602",25287.0868217777,1160312.48576168,67,11,14
"10603",31707.0868217777,1160312.48576168,69,4,2
"10604",38127.0868217777,1160312.48576168,70,6,3
"10605",44547.0868217777,1160312.48576168,70,3,33
"10606",50967.0868217777,1160312.48576168,71,4,5
"10607",57387.0868217777,1160312.48576168,67,2,9
"10608",63807.0868217777,1160312.48576168,68,7,19
"10609",70227.0868217777,1160312.48576168,69,3,2
"10610",76647.0868217777,1160312.48576168,68,4,3
"10611",83067.0868217777,1160312.48576168,70,12,3
"10612",89487.0868217777,1160312.48576168,76,22,3
"10613",95907.0868217777,1160312.48576168,70,7,0
"10614",102327.086821778,1160312.48576168,70,8,1
"10615",108747.086821778,1160312.48576168,69,8,0
"10616",115167.086821778,1160312.48576168,71,8,1
"10617",121587.086821778,1160312.48576168,72,2,0
"10618",128007.086821778,1160312.48576168,61,1,0
"10619",134427.086821778,1160312.48576168,68,0,0
"10620",140847.086821778,1160312.48576168,67,0,1
"10621",147267.086821778,1160312.48576168,70,6,0
"10622",153687.086821778,1160312.48576168,44,0,0
