"","x","y","cell","points"
"11885",285000,1174000,10435,69
"11886",293000,1174000,10437,76
"11887",301000,1174000,10438,76
"11888",309000,1174000,10439,82
"11889",317000,1174000,10440,84
"11890",325000,1174000,10442,58
"11891",333000,1174000,10443,16
"11897",381000,1174000,10450,1
"11898",389000,1174000,10452,13
"11899",397000,1174000,10453,30
"11900",405000,1174000,10454,46
"11901",413000,1174000,10455,75
"11902",421000,1174000,10457,74
"11903",429000,1174000,10458,38
"11904",437000,1174000,10459,22
"11905",445000,1174000,10460,16
"11906",453000,1174000,10462,5
"11918",549000,1174000,10477,12
"11919",557000,1174000,10478,43
"11920",565000,1174000,10479,60
"11921",573000,1174000,10480,73
"11922",581000,1174000,10482,71
"11923",589000,1174000,10483,71
"11924",597000,1174000,10484,71
"11925",605000,1174000,10485,59
"11926",613000,1174000,10487,16
"12143",-19000,1166000,10388,62
"12144",-11000,1166000,10389,73
"12145",-3000,1166000,10391,70
"12146",5000,1166000,10392,72
"12147",13000,1166000,10393,61
"12148",21000,1166000,10394,66
"12149",29000,1166000,10396,59
"12150",37000,1166000,10397,59
"12151",45000,1166000,10398,45
"12152",53000,1166000,10399,27
"12153",61000,1166000,10401,55
"12154",69000,1166000,10402,67
"12155",77000,1166000,10403,75
"12156",85000,1166000,10404,68
"12157",93000,1166000,10406,75
"12158",101000,1166000,10407,71
"12159",109000,1166000,10408,68
"12160",117000,1166000,10409,68
"12161",125000,1166000,10411,70
"12162",133000,1166000,10412,67
"12163",141000,1166000,10413,72
"12164",149000,1166000,10414,73
"12165",157000,1166000,10416,58
"12166",165000,1166000,10417,32
"12167",173000,1166000,10418,56
"12168",181000,1166000,10419,66
"12169",189000,1166000,10421,64
"12170",197000,1166000,10422,69
"12171",205000,1166000,10423,57
"12172",213000,1166000,10424,55
"12173",221000,1166000,10425,69
"12174",229000,1166000,10427,69
"12175",237000,1166000,10428,56
"12176",245000,1166000,10429,64
"12177",253000,1166000,10430,73
"12178",261000,1166000,10432,69
"12179",269000,1166000,10433,67
"12180",277000,1166000,10434,63
"12181",285000,1166000,10435,66
"12182",293000,1166000,10437,73
"12183",301000,1166000,10438,71
"12184",309000,1166000,10439,81
"12185",317000,1166000,10440,67
"12186",325000,1166000,10442,49
"12187",333000,1166000,10443,7
"12189",349000,1166000,10445,1
"12190",357000,1166000,10447,6
"12191",365000,1166000,10448,26
"12192",373000,1166000,10449,35
"12193",381000,1166000,10450,60
"12194",389000,1166000,10452,75
"12195",397000,1166000,10453,75
"12196",405000,1166000,10454,74
"12197",413000,1166000,10455,76
"12198",421000,1166000,10457,64
"12199",429000,1166000,10458,28
"12200",437000,1166000,10459,30
"12201",445000,1166000,10460,4
"12202",453000,1166000,10462,1
"12212",533000,1166000,10474,1
"12213",541000,1166000,10475,22
"12214",549000,1166000,10477,65
"12215",557000,1166000,10478,75
"12216",565000,1166000,10479,83
"12217",573000,1166000,10480,73
"12218",581000,1166000,10482,71
"12219",589000,1166000,10483,72
"12220",597000,1166000,10484,79
"12221",605000,1166000,10485,40
"12223",621000,1166000,10488,15
"12224",629000,1166000,10489,12
"12438",-27000,1158000,10594,1
"12439",-19000,1158000,10595,77
"12440",-11000,1158000,10596,72
"12441",-3000,1158000,10598,68
"12442",5000,1158000,10599,72
"12443",13000,1158000,10600,74
"12444",21000,1158000,10601,65
"12445",29000,1158000,10603,57
"12446",37000,1158000,10604,50
"12447",45000,1158000,10605,56
"12448",53000,1158000,10606,45
"12449",61000,1158000,10608,67
"12450",69000,1158000,10609,68
"12451",77000,1158000,10610,72
"12452",85000,1158000,10611,73
"12453",93000,1158000,10613,77
"12454",101000,1158000,10614,77
"12455",109000,1158000,10615,72
"12456",117000,1158000,10616,73
"12457",125000,1158000,10618,65
"12458",133000,1158000,10619,66
"12459",141000,1158000,10620,71
"12460",149000,1158000,10621,48
"12461",157000,1158000,10623,32
"12462",165000,1158000,10624,45
"12463",173000,1158000,10625,68
"12464",181000,1158000,10626,62
"12465",189000,1158000,10628,66
"12466",197000,1158000,10629,54
"12467",205000,1158000,10630,62
"12468",213000,1158000,10631,71
"12469",221000,1158000,10632,62
"12470",229000,1158000,10634,47
"12471",237000,1158000,10635,69
"12472",245000,1158000,10636,66
"12473",253000,1158000,10637,67
"12474",261000,1158000,10639,69
"12475",269000,1158000,10640,65
"12476",277000,1158000,10641,71
"12477",285000,1158000,10642,82
"12478",293000,1158000,10644,70
"12479",301000,1158000,10645,71
"12480",309000,1158000,10646,77
"12481",317000,1158000,10647,74
"12482",325000,1158000,10649,75
"12483",333000,1158000,10650,64
"12484",341000,1158000,10651,55
"12485",349000,1158000,10652,59
"12486",357000,1158000,10654,74
"12487",365000,1158000,10655,74
"12488",373000,1158000,10656,77
"12489",381000,1158000,10657,79
"12490",389000,1158000,10659,75
"12491",397000,1158000,10660,77
"12492",405000,1158000,10661,75
"12493",413000,1158000,10662,76
"12494",421000,1158000,10664,19
"12495",429000,1158000,10665,16
"12496",437000,1158000,10666,3
"12503",493000,1158000,10675,9
"12504",501000,1158000,10676,42
"12505",509000,1158000,10677,50
"12506",517000,1158000,10679,11
"12507",525000,1158000,10680,7
"12508",533000,1158000,10681,62
"12509",541000,1158000,10682,26
"12510",549000,1158000,10684,16
"12511",557000,1158000,10685,20
"12512",565000,1158000,10686,45
"12513",573000,1158000,10687,72
"12514",581000,1158000,10689,72
"12515",589000,1158000,10690,83
"12516",597000,1158000,10691,85
"12517",605000,1158000,10692,14
"12518",613000,1158000,10694,34
"12519",621000,1158000,10695,57
"12520",629000,1158000,10696,65
"12521",637000,1158000,10697,57
"12522",645000,1158000,10699,36
"12523",653000,1158000,10700,17
"12734",-27000,1150000,10801,2
"12735",-19000,1150000,10802,79
"12736",-11000,1150000,10803,83
"12737",-3000,1150000,10805,75
"12738",5000,1150000,10806,73
"12739",13000,1150000,10807,75
"12740",21000,1150000,10808,61
"12741",29000,1150000,10810,57
"12742",37000,1150000,10811,56
"12743",45000,1150000,10812,54
"12744",53000,1150000,10813,62
"12745",61000,1150000,10815,60
"12746",69000,1150000,10816,64
"12747",77000,1150000,10817,67
"12748",85000,1150000,10818,73
"12749",93000,1150000,10820,70
"12750",101000,1150000,10821,72
"12751",109000,1150000,10822,74
"12752",117000,1150000,10823,73
"12753",125000,1150000,10825,65
"12754",133000,1150000,10826,73
"12755",141000,1150000,10827,67
"12756",149000,1150000,10828,57
"12757",157000,1150000,10830,55
"12758",165000,1150000,10831,67
"12759",173000,1150000,10832,70
"12760",181000,1150000,10833,53
"12761",189000,1150000,10835,50
"12762",197000,1150000,10836,55
"12763",205000,1150000,10837,63
"12764",213000,1150000,10838,59
"12765",221000,1150000,10839,67
"12766",229000,1150000,10841,65
"12767",237000,1150000,10842,75
"12768",245000,1150000,10843,77
"12769",253000,1150000,10844,86
"12770",261000,1150000,10846,83
"12771",269000,1150000,10847,78
"12772",277000,1150000,10848,75
"12773",285000,1150000,10849,73
"12774",293000,1150000,10851,72
"12775",301000,1150000,10852,75
"12776",309000,1150000,10853,78
"12777",317000,1150000,10854,74
"12778",325000,1150000,10856,75
"12779",333000,1150000,10857,74
"12780",341000,1150000,10858,74
"12781",349000,1150000,10859,74
"12782",357000,1150000,10861,74
"12783",365000,1150000,10862,74
"12784",373000,1150000,10863,74
"12785",381000,1150000,10864,75
"12786",389000,1150000,10866,76
"12787",397000,1150000,10867,75
"12788",405000,1150000,10868,73
"12789",413000,1150000,10869,65
"12790",421000,1150000,10871,11
"12791",429000,1150000,10872,19
"12792",437000,1150000,10873,2
"12798",485000,1150000,10881,10
"12799",493000,1150000,10882,68
"12800",501000,1150000,10883,73
"12801",509000,1150000,10884,78
"12802",517000,1150000,10886,73
"12803",525000,1150000,10887,66
"12804",533000,1150000,10888,82
"12805",541000,1150000,10889,56
"12806",549000,1150000,10891,48
"12807",557000,1150000,10892,46
"12808",565000,1150000,10893,50
"12809",573000,1150000,10894,85
"12810",581000,1150000,10896,68
"12811",589000,1150000,10897,86
"12812",597000,1150000,10898,77
"12813",605000,1150000,10899,39
"12814",613000,1150000,10901,71
"12815",621000,1150000,10902,69
"12816",629000,1150000,10903,74
"12817",637000,1150000,10904,71
"12818",645000,1150000,10906,73
"12819",653000,1150000,10907,72
"12820",661000,1150000,10908,36
"12821",669000,1150000,10909,3
"13030",-27000,1142000,11008,3
"13031",-19000,1142000,11009,72
"13032",-11000,1142000,11010,73
"13033",-3000,1142000,11012,79
"13034",5000,1142000,11013,78
"13035",13000,1142000,11014,77
"13036",21000,1142000,11015,54
"13037",29000,1142000,11017,50
"13038",37000,1142000,11018,62
"13039",45000,1142000,11019,62
"13040",53000,1142000,11020,68
"13041",61000,1142000,11022,71
"13042",69000,1142000,11023,70
"13043",77000,1142000,11024,71
"13044",85000,1142000,11025,77
"13045",93000,1142000,11027,71
"13046",101000,1142000,11028,77
"13047",109000,1142000,11029,78
"13048",117000,1142000,11030,72
"13049",125000,1142000,11032,66
"13050",133000,1142000,11033,72
"13051",141000,1142000,11034,73
"13052",149000,1142000,11035,72
"13053",157000,1142000,11037,68
"13054",165000,1142000,11038,69
"13055",173000,1142000,11039,70
"13056",181000,1142000,11040,58
"13057",189000,1142000,11042,65
"13058",197000,1142000,11043,60
"13059",205000,1142000,11044,50
"13060",213000,1142000,11045,69
"13061",221000,1142000,11046,74
"13062",229000,1142000,11048,73
"13063",237000,1142000,11049,76
"13064",245000,1142000,11050,73
"13065",253000,1142000,11051,83
"13066",261000,1142000,11053,73
"13067",269000,1142000,11054,70
"13068",277000,1142000,11055,69
"13069",285000,1142000,11056,73
"13070",293000,1142000,11058,70
"13071",301000,1142000,11059,76
"13072",309000,1142000,11060,84
"13073",317000,1142000,11061,81
"13074",325000,1142000,11063,80
"13075",333000,1142000,11064,81
"13076",341000,1142000,11065,80
"13077",349000,1142000,11066,78
"13078",357000,1142000,11068,73
"13079",365000,1142000,11069,75
"13080",373000,1142000,11070,72
"13081",381000,1142000,11071,72
"13082",389000,1142000,11073,76
"13083",397000,1142000,11074,77
"13084",405000,1142000,11075,76
"13085",413000,1142000,11076,49
"13086",421000,1142000,11078,55
"13087",429000,1142000,11079,49
"13088",437000,1142000,11080,44
"13089",445000,1142000,11081,2
"13090",453000,1142000,11083,1
"13091",461000,1142000,11084,16
"13092",469000,1142000,11085,37
"13093",477000,1142000,11086,52
"13094",485000,1142000,11088,70
"13095",493000,1142000,11089,83
"13096",501000,1142000,11090,71
"13097",509000,1142000,11091,73
"13098",517000,1142000,11093,73
"13099",525000,1142000,11094,74
"13100",533000,1142000,11095,74
"13101",541000,1142000,11096,72
"13102",549000,1142000,11098,74
"13103",557000,1142000,11099,74
"13104",565000,1142000,11100,83
"13105",573000,1142000,11101,88
"13106",581000,1142000,11103,71
"13107",589000,1142000,11104,83
"13108",597000,1142000,11105,75
"13109",605000,1142000,11106,75
"13110",613000,1142000,11108,80
"13111",621000,1142000,11109,81
"13112",629000,1142000,11110,80
"13113",637000,1142000,11111,79
"13114",645000,1142000,11113,77
"13115",653000,1142000,11114,78
"13116",661000,1142000,11115,78
"13117",669000,1142000,11116,38
"13326",-27000,1134000,11215,19
"13327",-19000,1134000,11216,80
"13328",-11000,1134000,11217,77
"13329",-3000,1134000,11219,80
"13330",5000,1134000,11220,76
"13331",13000,1134000,11221,62
"13332",21000,1134000,11222,68
"13333",29000,1134000,11224,71
"13334",37000,1134000,11225,60
"13335",45000,1134000,11226,71
"13336",53000,1134000,11227,68
"13337",61000,1134000,11229,75
"13338",69000,1134000,11230,70
"13339",77000,1134000,11231,66
"13340",85000,1134000,11232,74
"13341",93000,1134000,11234,73
"13342",101000,1134000,11235,72
"13343",109000,1134000,11236,72
"13344",117000,1134000,11237,67
"13345",125000,1134000,11239,64
"13346",133000,1134000,11240,59
"13347",141000,1134000,11241,67
"13348",149000,1134000,11242,68
"13349",157000,1134000,11244,73
"13350",165000,1134000,11245,65
"13351",173000,1134000,11246,77
"13352",181000,1134000,11247,70
"13353",189000,1134000,11249,35
"13354",197000,1134000,11250,1
"13356",213000,1134000,11252,48
"13357",221000,1134000,11253,75
"13358",229000,1134000,11255,74
"13359",237000,1134000,11256,75
"13360",245000,1134000,11257,78
"13361",253000,1134000,11258,73
"13362",261000,1134000,11260,75
"13363",269000,1134000,11261,70
"13364",277000,1134000,11262,76
"13365",285000,1134000,11263,72
"13366",293000,1134000,11265,72
"13367",301000,1134000,11266,77
"13368",309000,1134000,11267,80
"13369",317000,1134000,11268,75
"13370",325000,1134000,11270,72
"13371",333000,1134000,11271,71
"13372",341000,1134000,11272,75
"13373",349000,1134000,11273,76
"13374",357000,1134000,11275,78
"13375",365000,1134000,11276,79
"13376",373000,1134000,11277,80
"13377",381000,1134000,11278,76
"13378",389000,1134000,11280,78
"13379",397000,1134000,11281,77
"13380",405000,1134000,11282,78
"13381",413000,1134000,11283,77
"13382",421000,1134000,11285,78
"13383",429000,1134000,11286,75
"13384",437000,1134000,11287,75
"13385",445000,1134000,11288,73
"13386",453000,1134000,11290,56
"13387",461000,1134000,11291,72
"13388",469000,1134000,11292,75
"13389",477000,1134000,11293,73
"13390",485000,1134000,11295,76
"13391",493000,1134000,11296,82
"13392",501000,1134000,11297,88
"13393",509000,1134000,11298,73
"13394",517000,1134000,11300,64
"13395",525000,1134000,11301,75
"13396",533000,1134000,11302,72
"13397",541000,1134000,11303,71
"13398",549000,1134000,11305,73
"13399",557000,1134000,11306,73
"13400",565000,1134000,11307,80
"13401",573000,1134000,11308,74
"13402",581000,1134000,11310,76
"13403",589000,1134000,11311,84
"13404",597000,1134000,11312,75
"13405",605000,1134000,11313,75
"13406",613000,1134000,11315,76
"13407",621000,1134000,11316,76
"13408",629000,1134000,11317,72
"13409",637000,1134000,11318,70
"13410",645000,1134000,11320,74
"13411",653000,1134000,11321,72
"13412",661000,1134000,11322,73
"13413",669000,1134000,11323,66
"13414",677000,1134000,11325,7
"13434",837000,1134000,11349,3
"13435",845000,1134000,11351,34
"13436",853000,1134000,11352,42
"13437",861000,1134000,11353,41
"13438",869000,1134000,11354,17
"13622",-27000,1126000,11422,26
"13623",-19000,1126000,11423,71
"13624",-11000,1126000,11424,66
"13625",-3000,1126000,11426,77
"13626",5000,1126000,11427,72
"13627",13000,1126000,11428,71
"13628",21000,1126000,11429,66
"13629",29000,1126000,11431,60
"13630",37000,1126000,11432,58
"13631",45000,1126000,11433,57
"13632",53000,1126000,11434,59
"13633",61000,1126000,11436,63
"13634",69000,1126000,11437,53
"13635",77000,1126000,11438,71
"13636",85000,1126000,11439,82
"13637",93000,1126000,11441,73
"13638",101000,1126000,11442,73
"13639",109000,1126000,11443,71
"13640",117000,1126000,11444,64
"13641",125000,1126000,11446,69
"13642",133000,1126000,11447,70
"13643",141000,1126000,11448,72
"13644",149000,1126000,11449,75
"13645",157000,1126000,11451,73
"13646",165000,1126000,11452,74
"13647",173000,1126000,11453,73
"13648",181000,1126000,11454,70
"13649",189000,1126000,11456,57
"13652",213000,1126000,11459,65
"13653",221000,1126000,11460,82
"13654",229000,1126000,11462,83
"13655",237000,1126000,11463,84
"13656",245000,1126000,11464,77
"13657",253000,1126000,11465,73
"13658",261000,1126000,11467,70
"13659",269000,1126000,11468,69
"13660",277000,1126000,11469,72
"13661",285000,1126000,11470,72
"13662",293000,1126000,11472,74
"13663",301000,1126000,11473,75
"13664",309000,1126000,11474,76
"13665",317000,1126000,11475,76
"13666",325000,1126000,11477,75
"13667",333000,1126000,11478,75
"13668",341000,1126000,11479,72
"13669",349000,1126000,11480,75
"13670",357000,1126000,11482,76
"13671",365000,1126000,11483,71
"13672",373000,1126000,11484,75
"13673",381000,1126000,11485,75
"13674",389000,1126000,11487,73
"13675",397000,1126000,11488,75
"13676",405000,1126000,11489,73
"13677",413000,1126000,11490,74
"13678",421000,1126000,11492,76
"13679",429000,1126000,11493,72
"13680",437000,1126000,11494,75
"13681",445000,1126000,11495,77
"13682",453000,1126000,11497,74
"13683",461000,1126000,11498,74
"13684",469000,1126000,11499,76
"13685",477000,1126000,11500,75
"13686",485000,1126000,11502,75
"13687",493000,1126000,11503,71
"13688",501000,1126000,11504,83
"13689",509000,1126000,11505,82
"13690",517000,1126000,11507,55
"13691",525000,1126000,11508,84
"13692",533000,1126000,11509,77
"13693",541000,1126000,11510,75
"13694",549000,1126000,11512,72
"13695",557000,1126000,11513,81
"13696",565000,1126000,11514,74
"13697",573000,1126000,11515,73
"13698",581000,1126000,11517,81
"13699",589000,1126000,11518,77
"13700",597000,1126000,11519,75
"13701",605000,1126000,11520,73
"13702",613000,1126000,11522,75
"13703",621000,1126000,11523,70
"13704",629000,1126000,11524,72
"13705",637000,1126000,11525,73
"13706",645000,1126000,11527,71
"13707",653000,1126000,11528,75
"13708",661000,1126000,11529,74
"13709",669000,1126000,11530,75
"13710",677000,1126000,11532,40
"13722",773000,1126000,11546,15
"13723",781000,1126000,11548,36
"13724",789000,1126000,11549,35
"13725",797000,1126000,11550,66
"13726",805000,1126000,11551,49
"13727",813000,1126000,11553,39
"13728",821000,1126000,11554,31
"13729",829000,1126000,11555,41
"13730",837000,1126000,11556,65
"13731",845000,1126000,11558,83
"13732",853000,1126000,11559,75
"13733",861000,1126000,11560,71
"13918",-27000,1118000,11629,44
"13919",-19000,1118000,11630,75
"13920",-11000,1118000,11631,58
"13921",-3000,1118000,11633,77
"13922",5000,1118000,11634,72
"13923",13000,1118000,11635,69
"13924",21000,1118000,11636,63
"13925",29000,1118000,11638,62
"13926",37000,1118000,11639,70
"13927",45000,1118000,11640,61
"13928",53000,1118000,11641,57
"13929",61000,1118000,11643,49
"13930",69000,1118000,11644,56
"13931",77000,1118000,11645,74
"13932",85000,1118000,11646,81
"13933",93000,1118000,11648,68
"13934",101000,1118000,11649,72
"13935",109000,1118000,11650,71
"13936",117000,1118000,11651,73
"13937",125000,1118000,11653,67
"13938",133000,1118000,11654,74
"13939",141000,1118000,11655,72
"13940",149000,1118000,11656,69
"13941",157000,1118000,11658,72
"13942",165000,1118000,11659,74
"13943",173000,1118000,11660,75
"13944",181000,1118000,11661,63
"13945",189000,1118000,11663,67
"13946",197000,1118000,11664,12
"13947",205000,1118000,11665,1
"13948",213000,1118000,11666,45
"13949",221000,1118000,11667,76
"13950",229000,1118000,11669,72
"13951",237000,1118000,11670,71
"13952",245000,1118000,11671,85
"13953",253000,1118000,11672,74
"13954",261000,1118000,11674,83
"13955",269000,1118000,11675,74
"13956",277000,1118000,11676,66
"13957",285000,1118000,11677,65
"13958",293000,1118000,11679,75
"13959",301000,1118000,11680,75
"13960",309000,1118000,11681,78
"13961",317000,1118000,11682,74
"13962",325000,1118000,11684,74
"13963",333000,1118000,11685,75
"13964",341000,1118000,11686,72
"13965",349000,1118000,11687,72
"13966",357000,1118000,11689,74
"13967",365000,1118000,11690,68
"13968",373000,1118000,11691,71
"13969",381000,1118000,11692,74
"13970",389000,1118000,11694,72
"13971",397000,1118000,11695,75
"13972",405000,1118000,11696,74
"13973",413000,1118000,11697,73
"13974",421000,1118000,11699,75
"13975",429000,1118000,11700,74
"13976",437000,1118000,11701,76
"13977",445000,1118000,11702,74
"13978",453000,1118000,11704,75
"13979",461000,1118000,11705,78
"13980",469000,1118000,11706,68
"13981",477000,1118000,11707,70
"13982",485000,1118000,11709,76
"13983",493000,1118000,11710,71
"13984",501000,1118000,11711,75
"13985",509000,1118000,11712,76
"13986",517000,1118000,11714,47
"13987",525000,1118000,11715,75
"13988",533000,1118000,11716,84
"13989",541000,1118000,11717,74
"13990",549000,1118000,11719,77
"13991",557000,1118000,11720,82
"13992",565000,1118000,11721,74
"13993",573000,1118000,11722,74
"13994",581000,1118000,11724,79
"13995",589000,1118000,11725,76
"13996",597000,1118000,11726,72
"13997",605000,1118000,11727,72
"13998",613000,1118000,11729,74
"13999",621000,1118000,11730,67
"14000",629000,1118000,11731,59
"14001",637000,1118000,11732,65
"14002",645000,1118000,11734,74
"14003",653000,1118000,11735,74
"14004",661000,1118000,11736,68
"14005",669000,1118000,11737,73
"14006",677000,1118000,11739,74
"14007",685000,1118000,11740,20
"14013",733000,1118000,11747,3
"14014",741000,1118000,11748,8
"14016",757000,1118000,11751,11
"14017",765000,1118000,11752,35
"14018",773000,1118000,11753,74
"14019",781000,1118000,11755,74
"14020",789000,1118000,11756,71
"14021",797000,1118000,11757,85
"14022",805000,1118000,11758,70
"14023",813000,1118000,11760,72
"14024",821000,1118000,11761,73
"14025",829000,1118000,11762,75
"14026",837000,1118000,11763,69
"14027",845000,1118000,11765,75
"14028",853000,1118000,11766,72
"14029",861000,1118000,11767,59
"14213",-35000,1110000,11628,13
"14214",-27000,1110000,11629,67
"14215",-19000,1110000,11630,74
"14216",-11000,1110000,11631,68
"14217",-3000,1110000,11633,80
"14218",5000,1110000,11634,63
"14219",13000,1110000,11635,59
"14220",21000,1110000,11636,66
"14221",29000,1110000,11638,57
"14222",37000,1110000,11639,67
"14223",45000,1110000,11640,64
"14224",53000,1110000,11641,62
"14225",61000,1110000,11643,58
"14226",69000,1110000,11644,59
"14227",77000,1110000,11645,72
"14228",85000,1110000,11646,73
"14229",93000,1110000,11648,77
"14230",101000,1110000,11649,73
"14231",109000,1110000,11650,70
"14232",117000,1110000,11651,74
"14233",125000,1110000,11653,69
"14234",133000,1110000,11654,67
"14235",141000,1110000,11655,69
"14236",149000,1110000,11656,68
"14237",157000,1110000,11658,71
"14238",165000,1110000,11659,63
"14239",173000,1110000,11660,68
"14240",181000,1110000,11661,69
"14241",189000,1110000,11663,76
"14242",197000,1110000,11664,54
"14243",205000,1110000,11665,67
"14244",213000,1110000,11666,69
"14245",221000,1110000,11667,76
"14246",229000,1110000,11669,75
"14247",237000,1110000,11670,81
"14248",245000,1110000,11671,79
"14249",253000,1110000,11672,70
"14250",261000,1110000,11674,74
"14251",269000,1110000,11675,72
"14252",277000,1110000,11676,72
"14253",285000,1110000,11677,73
"14254",293000,1110000,11679,73
"14255",301000,1110000,11680,78
"14256",309000,1110000,11681,76
"14257",317000,1110000,11682,75
"14258",325000,1110000,11684,72
"14259",333000,1110000,11685,72
"14260",341000,1110000,11686,70
"14261",349000,1110000,11687,74
"14262",357000,1110000,11689,74
"14263",365000,1110000,11690,68
"14264",373000,1110000,11691,75
"14265",381000,1110000,11692,68
"14266",389000,1110000,11694,68
"14267",397000,1110000,11695,75
"14268",405000,1110000,11696,76
"14269",413000,1110000,11697,74
"14270",421000,1110000,11699,71
"14271",429000,1110000,11700,75
"14272",437000,1110000,11701,75
"14273",445000,1110000,11702,74
"14274",453000,1110000,11704,75
"14275",461000,1110000,11705,75
"14276",469000,1110000,11706,78
"14277",477000,1110000,11707,72
"14278",485000,1110000,11709,74
"14279",493000,1110000,11710,73
"14280",501000,1110000,11711,74
"14281",509000,1110000,11712,74
"14282",517000,1110000,11714,73
"14283",525000,1110000,11715,74
"14284",533000,1110000,11716,83
"14285",541000,1110000,11717,75
"14286",549000,1110000,11719,73
"14287",557000,1110000,11720,82
"14288",565000,1110000,11721,81
"14289",573000,1110000,11722,82
"14290",581000,1110000,11724,85
"14291",589000,1110000,11725,83
"14292",597000,1110000,11726,84
"14293",605000,1110000,11727,78
"14294",613000,1110000,11729,80
"14295",621000,1110000,11730,80
"14296",629000,1110000,11731,74
"14297",637000,1110000,11732,70
"14298",645000,1110000,11734,74
"14299",653000,1110000,11735,72
"14300",661000,1110000,11736,71
"14301",669000,1110000,11737,74
"14302",677000,1110000,11739,74
"14303",685000,1110000,11740,66
"14304",693000,1110000,11741,33
"14305",701000,1110000,11742,43
"14306",709000,1110000,11743,65
"14307",717000,1110000,11745,30
"14309",733000,1110000,11747,13
"14310",741000,1110000,11748,40
"14311",749000,1110000,11750,35
"14312",757000,1110000,11751,74
"14313",765000,1110000,11752,84
"14314",773000,1110000,11753,83
"14315",781000,1110000,11755,83
"14316",789000,1110000,11756,79
"14317",797000,1110000,11757,91
"14318",805000,1110000,11758,69
"14319",813000,1110000,11760,74
"14320",821000,1110000,11761,75
"14321",829000,1110000,11762,75
"14322",837000,1110000,11763,71
"14323",845000,1110000,11765,85
"14324",853000,1110000,11766,72
"14325",861000,1110000,11767,54
"14333",925000,1110000,11777,8
"14334",933000,1110000,11778,5
"14508",-43000,1102000,11833,39
"14509",-35000,1102000,11835,70
"14510",-27000,1102000,11836,74
"14511",-19000,1102000,11837,71
"14512",-11000,1102000,11838,72
"14513",-3000,1102000,11840,85
"14514",5000,1102000,11841,59
"14515",13000,1102000,11842,65
"14516",21000,1102000,11843,63
"14517",29000,1102000,11845,73
"14518",37000,1102000,11846,71
"14519",45000,1102000,11847,55
"14520",53000,1102000,11848,48
"14521",61000,1102000,11850,59
"14522",69000,1102000,11851,64
"14523",77000,1102000,11852,69
"14524",85000,1102000,11853,52
"14525",93000,1102000,11855,70
"14526",101000,1102000,11856,72
"14527",109000,1102000,11857,74
"14528",117000,1102000,11858,79
"14529",125000,1102000,11860,70
"14530",133000,1102000,11861,76
"14531",141000,1102000,11862,63
"14532",149000,1102000,11863,65
"14533",157000,1102000,11865,61
"14534",165000,1102000,11866,68
"14535",173000,1102000,11867,66
"14536",181000,1102000,11868,69
"14537",189000,1102000,11870,81
"14538",197000,1102000,11871,73
"14539",205000,1102000,11872,72
"14540",213000,1102000,11873,77
"14541",221000,1102000,11874,70
"14542",229000,1102000,11876,68
"14543",237000,1102000,11877,70
"14544",245000,1102000,11878,75
"14545",253000,1102000,11879,67
"14546",261000,1102000,11881,72
"14547",269000,1102000,11882,74
"14548",277000,1102000,11883,73
"14549",285000,1102000,11884,73
"14550",293000,1102000,11886,74
"14551",301000,1102000,11887,74
"14552",309000,1102000,11888,74
"14553",317000,1102000,11889,71
"14554",325000,1102000,11891,69
"14555",333000,1102000,11892,67
"14556",341000,1102000,11893,70
"14557",349000,1102000,11894,76
"14558",357000,1102000,11896,74
"14559",365000,1102000,11897,74
"14560",373000,1102000,11898,72
"14561",381000,1102000,11899,72
"14562",389000,1102000,11901,76
"14563",397000,1102000,11902,63
"14564",405000,1102000,11903,73
"14565",413000,1102000,11904,73
"14566",421000,1102000,11906,76
"14567",429000,1102000,11907,78
"14568",437000,1102000,11908,72
"14569",445000,1102000,11909,75
"14570",453000,1102000,11911,74
"14571",461000,1102000,11912,70
"14572",469000,1102000,11913,72
"14573",477000,1102000,11914,72
"14574",485000,1102000,11916,68
"14575",493000,1102000,11917,69
"14576",501000,1102000,11918,71
"14577",509000,1102000,11919,73
"14578",517000,1102000,11921,73
"14579",525000,1102000,11922,74
"14580",533000,1102000,11923,76
"14581",541000,1102000,11924,80
"14582",549000,1102000,11926,86
"14583",557000,1102000,11927,89
"14584",565000,1102000,11928,69
"14585",573000,1102000,11929,71
"14586",581000,1102000,11931,68
"14587",589000,1102000,11932,73
"14588",597000,1102000,11933,71
"14589",605000,1102000,11934,73
"14590",613000,1102000,11936,72
"14591",621000,1102000,11937,75
"14592",629000,1102000,11938,81
"14593",637000,1102000,11939,74
"14594",645000,1102000,11941,71
"14595",653000,1102000,11942,74
"14596",661000,1102000,11943,71
"14597",669000,1102000,11944,71
"14598",677000,1102000,11946,74
"14599",685000,1102000,11947,80
"14600",693000,1102000,11948,74
"14601",701000,1102000,11949,74
"14602",709000,1102000,11950,71
"14603",717000,1102000,11952,76
"14604",725000,1102000,11953,49
"14605",733000,1102000,11954,66
"14606",741000,1102000,11955,46
"14607",749000,1102000,11957,74
"14608",757000,1102000,11958,75
"14609",765000,1102000,11959,77
"14610",773000,1102000,11960,74
"14611",781000,1102000,11962,72
"14612",789000,1102000,11963,75
"14613",797000,1102000,11964,82
"14614",805000,1102000,11965,69
"14615",813000,1102000,11967,75
"14616",821000,1102000,11968,74
"14617",829000,1102000,11969,70
"14618",837000,1102000,11970,77
