"x","y","cell","tree","no tree"
381000,1030000,17225,71,0
389000,1030000,17226,72,0
397000,1030000,17227,74,0
405000,1030000,17228,69,0
413000,1030000,17229,71,0
421000,1030000,17230,71,0
429000,1030000,17231,74,0
437000,1030000,17232,75,0
445000,1030000,17233,59,0
453000,1030000,17234,73,0
461000,1030000,17235,73,0
469000,1030000,17236,72,0
477000,1030000,17237,73,0
485000,1030000,17238,66,2
493000,1030000,17239,68,11
501000,1030000,17240,65,3
509000,1030000,17241,69,0
517000,1030000,17242,63,1
525000,1030000,17243,71,0
533000,1030000,17244,70,4
541000,1030000,17245,63,0
549000,1030000,17246,72,0
557000,1030000,17247,64,0
565000,1030000,17248,72,0
573000,1030000,17249,70,0
581000,1030000,17250,73,0
589000,1030000,17251,71,0
597000,1030000,17252,74,0
605000,1030000,17253,71,0
613000,1030000,17254,73,0
621000,1030000,17255,80,0
629000,1030000,17256,78,1
637000,1030000,17257,68,1
645000,1030000,17258,72,1
653000,1030000,17259,83,1
661000,1030000,17260,73,0
669000,1030000,17261,73,0
677000,1030000,17262,73,0
685000,1030000,17263,80,2
693000,1030000,17264,74,2
701000,1030000,17265,64,0
709000,1030000,17266,24,0
717000,1030000,17267,70,1
725000,1030000,17268,28,2
741000,1030000,17270,34,1
749000,1030000,17271,80,2
757000,1030000,17272,27,2
-35000,1022000,17469,0,28
-27000,1022000,17470,0,68
-19000,1022000,17471,0,69
-11000,1022000,17472,0,66
-3000,1022000,17473,0,66
5000,1022000,17474,1,60
13000,1022000,17475,0,70
21000,1022000,17476,2,68
29000,1022000,17477,0,67
37000,1022000,17478,0,68
45000,1022000,17479,0,66
53000,1022000,17480,0,78
61000,1022000,17481,0,79
69000,1022000,17482,0,65
77000,1022000,17483,7,55
85000,1022000,17484,6,65
93000,1022000,17485,11,49
101000,1022000,17486,7,60
109000,1022000,17487,6,52
117000,1022000,17488,24,40
125000,1022000,17489,52,18
133000,1022000,17490,69,2
141000,1022000,17491,57,2
149000,1022000,17492,66,1
157000,1022000,17493,67,0
165000,1022000,17494,66,0
173000,1022000,17495,30,37
181000,1022000,17496,50,21
189000,1022000,17497,62,6
197000,1022000,17498,69,16
205000,1022000,17499,68,18
213000,1022000,17500,56,13
221000,1022000,17501,59,5
229000,1022000,17502,46,6
237000,1022000,17503,66,2
245000,1022000,17504,55,4
253000,1022000,17505,61,0
261000,1022000,17506,71,1
269000,1022000,17507,69,3
277000,1022000,17508,72,0
285000,1022000,17509,70,0
293000,1022000,17510,70,0
301000,1022000,17511,73,0
309000,1022000,17512,67,1
317000,1022000,17513,74,0
325000,1022000,17514,75,0
333000,1022000,17515,75,2
341000,1022000,17516,67,10
349000,1022000,17517,75,1
357000,1022000,17518,74,0
365000,1022000,17519,75,0
373000,1022000,17520,73,0
381000,1022000,17521,72,0
389000,1022000,17522,70,0
397000,1022000,17523,71,0
405000,1022000,17524,72,0
413000,1022000,17525,72,0
421000,1022000,17526,72,0
429000,1022000,17527,71,0
437000,1022000,17528,75,0
445000,1022000,17529,63,0
453000,1022000,17530,75,0
461000,1022000,17531,72,0
469000,1022000,17532,68,1
477000,1022000,17533,67,0
485000,1022000,17534,68,0
493000,1022000,17535,72,15
501000,1022000,17536,66,4
509000,1022000,17537,68,4
517000,1022000,17538,65,11
525000,1022000,17539,64,9
533000,1022000,17540,72,6
541000,1022000,17541,76,0
549000,1022000,17542,69,0
557000,1022000,17543,75,1
565000,1022000,17544,73,1
573000,1022000,17545,74,1
581000,1022000,17546,74,0
589000,1022000,17547,72,0
597000,1022000,17548,74,0
605000,1022000,17549,74,2
613000,1022000,17550,74,0
621000,1022000,17551,74,0
629000,1022000,17552,74,0
637000,1022000,17553,76,1
645000,1022000,17554,71,0
653000,1022000,17555,74,0
661000,1022000,17556,75,0
669000,1022000,17557,73,0
677000,1022000,17558,69,0
685000,1022000,17559,84,2
693000,1022000,17560,72,2
701000,1022000,17561,30,1
709000,1022000,17562,22,1
717000,1022000,17563,29,0
725000,1022000,17564,1,0
733000,1022000,17565,24,0
741000,1022000,17566,55,1
749000,1022000,17567,2,0
869000,1022000,17582,25,7
877000,1022000,17583,32,4
885000,1022000,17584,56,10
893000,1022000,17585,12,1
-35000,1014000,17765,0,32
-27000,1014000,17766,0,62
-19000,1014000,17767,0,68
-11000,1014000,17768,0,62
-3000,1014000,17769,1,70
5000,1014000,17770,0,70
13000,1014000,17771,4,64
21000,1014000,17772,4,67
29000,1014000,17773,0,70
37000,1014000,17774,0,71
45000,1014000,17775,0,60
53000,1014000,17776,0,58
61000,1014000,17777,0,76
69000,1014000,17778,0,60
77000,1014000,17779,4,62
85000,1014000,17780,5,60
93000,1014000,17781,7,56
101000,1014000,17782,13,55
109000,1014000,17783,13,45
117000,1014000,17784,11,51
125000,1014000,17785,36,24
133000,1014000,17786,61,11
141000,1014000,17787,64,0
149000,1014000,17788,66,1
157000,1014000,17789,64,0
165000,1014000,17790,63,0
173000,1014000,17791,60,3
181000,1014000,17792,57,1
189000,1014000,17793,71,0
197000,1014000,17794,61,10
205000,1014000,17795,64,19
213000,1014000,17796,63,13
221000,1014000,17797,55,25
229000,1014000,17798,53,3
237000,1014000,17799,68,5
245000,1014000,17800,66,4
253000,1014000,17801,73,1
261000,1014000,17802,65,1
269000,1014000,17803,71,1
277000,1014000,17804,69,3
285000,1014000,17805,64,1
293000,1014000,17806,74,0
301000,1014000,17807,70,3
309000,1014000,17808,73,0
317000,1014000,17809,75,0
325000,1014000,17810,74,1
333000,1014000,17811,76,1
341000,1014000,17812,67,10
349000,1014000,17813,75,1
357000,1014000,17814,72,0
365000,1014000,17815,73,1
373000,1014000,17816,71,0
381000,1014000,17817,71,0
389000,1014000,17818,71,0
397000,1014000,17819,73,0
405000,1014000,17820,73,0
413000,1014000,17821,76,0
421000,1014000,17822,71,0
429000,1014000,17823,72,0
437000,1014000,17824,71,0
445000,1014000,17825,66,0
453000,1014000,17826,74,1
461000,1014000,17827,76,0
469000,1014000,17828,75,0
477000,1014000,17829,75,2
485000,1014000,17830,68,8
493000,1014000,17831,70,6
501000,1014000,17832,66,4
509000,1014000,17833,73,1
517000,1014000,17834,66,3
525000,1014000,17835,71,2
533000,1014000,17836,66,2
541000,1014000,17837,63,1
549000,1014000,17838,73,1
557000,1014000,17839,66,0
565000,1014000,17840,71,0
573000,1014000,17841,72,0
581000,1014000,17842,71,1
589000,1014000,17843,73,0
597000,1014000,17844,76,0
605000,1014000,17845,71,0
613000,1014000,17846,77,0
621000,1014000,17847,74,0
629000,1014000,17848,77,4
637000,1014000,17849,75,2
645000,1014000,17850,75,2
653000,1014000,17851,52,2
661000,1014000,17852,27,0
669000,1014000,17853,72,0
677000,1014000,17854,74,0
685000,1014000,17855,82,0
693000,1014000,17856,30,1
733000,1014000,17861,37,1
741000,1014000,17862,12,0
861000,1014000,17877,10,2
869000,1014000,17878,58,8
877000,1014000,17879,74,10
885000,1014000,17880,69,10
893000,1014000,17881,71,3
901000,1014000,17882,31,2
909000,1014000,17883,6,0
917000,1014000,17884,6,0
-35000,1006000,18061,0,51
-27000,1006000,18062,0,58
-19000,1006000,18063,0,66
-11000,1006000,18064,0,68
-3000,1006000,18065,0,81
5000,1006000,18066,0,73
13000,1006000,18067,1,70
21000,1006000,18068,6,62
29000,1006000,18069,0,71
37000,1006000,18070,0,72
45000,1006000,18071,0,58
53000,1006000,18072,0,62
61000,1006000,18073,0,62
69000,1006000,18074,0,55
77000,1006000,18075,0,61
85000,1006000,18076,3,43
93000,1006000,18077,5,57
101000,1006000,18078,3,65
109000,1006000,18079,16,35
117000,1006000,18080,10,49
125000,1006000,18081,34,22
133000,1006000,18082,67,1
141000,1006000,18083,69,0
149000,1006000,18084,69,0
157000,1006000,18085,68,0
165000,1006000,18086,64,1
173000,1006000,18087,61,0
181000,1006000,18088,66,0
189000,1006000,18089,69,3
197000,1006000,18090,63,0
205000,1006000,18091,56,14
213000,1006000,18092,56,31
221000,1006000,18093,52,7
229000,1006000,18094,50,5
237000,1006000,18095,75,1
245000,1006000,18096,60,5
253000,1006000,18097,58,17
261000,1006000,18098,69,12
269000,1006000,18099,69,2
277000,1006000,18100,61,30
285000,1006000,18101,75,2
293000,1006000,18102,70,1
301000,1006000,18103,76,1
309000,1006000,18104,75,0
317000,1006000,18105,75,1
325000,1006000,18106,76,1
333000,1006000,18107,73,3
341000,1006000,18108,72,0
349000,1006000,18109,70,4
357000,1006000,18110,70,0
365000,1006000,18111,73,0
373000,1006000,18112,69,0
381000,1006000,18113,74,0
389000,1006000,18114,70,0
397000,1006000,18115,69,1
405000,1006000,18116,74,0
413000,1006000,18117,71,1
421000,1006000,18118,72,0
429000,1006000,18119,70,4
437000,1006000,18120,60,4
445000,1006000,18121,72,0
453000,1006000,18122,73,0
461000,1006000,18123,71,0
469000,1006000,18124,72,0
477000,1006000,18125,76,0
485000,1006000,18126,72,0
493000,1006000,18127,73,2
501000,1006000,18128,69,0
509000,1006000,18129,69,0
517000,1006000,18130,67,0
525000,1006000,18131,64,1
533000,1006000,18132,65,1
541000,1006000,18133,69,0
549000,1006000,18134,69,4
557000,1006000,18135,70,2
565000,1006000,18136,66,0
573000,1006000,18137,73,1
581000,1006000,18138,72,0
589000,1006000,18139,70,0
597000,1006000,18140,74,0
605000,1006000,18141,72,0
613000,1006000,18142,75,0
621000,1006000,18143,71,0
629000,1006000,18144,78,1
637000,1006000,18145,77,1
645000,1006000,18146,73,1
653000,1006000,18147,68,1
661000,1006000,18148,62,0
669000,1006000,18149,73,1
677000,1006000,18150,74,0
685000,1006000,18151,70,0
733000,1006000,18157,12,1
741000,1006000,18158,1,0
853000,1006000,18172,9,0
861000,1006000,18173,69,3
869000,1006000,18174,78,8
877000,1006000,18175,74,15
885000,1006000,18176,68,9
893000,1006000,18177,69,1
901000,1006000,18178,85,2
909000,1006000,18179,71,2
917000,1006000,18180,72,0
925000,1006000,18181,54,0
933000,1006000,18182,1,0
-43000,998000,18356,0,1
-35000,998000,18357,1,71
-27000,998000,18358,1,72
-19000,998000,18359,0,71
-11000,998000,18360,0,69
-3000,998000,18361,0,77
5000,998000,18362,0,72
13000,998000,18363,0,79
21000,998000,18364,1,72
29000,998000,18365,7,61
37000,998000,18366,0,76
45000,998000,18367,0,57
53000,998000,18368,0,60
61000,998000,18369,0,77
69000,998000,18370,0,68
77000,998000,18371,0,61
85000,998000,18372,4,46
93000,998000,18373,0,71
101000,998000,18374,2,70
109000,998000,18375,5,51
117000,998000,18376,21,37
125000,998000,18377,61,0
133000,998000,18378,55,0
141000,998000,18379,65,0
149000,998000,18380,66,0
157000,998000,18381,60,1
165000,998000,18382,63,0
173000,998000,18383,63,1
181000,998000,18384,63,3
189000,998000,18385,60,1
197000,998000,18386,64,1
205000,998000,18387,42,35
213000,998000,18388,40,42
221000,998000,18389,68,9
229000,998000,18390,47,3
237000,998000,18391,62,12
245000,998000,18392,60,23
253000,998000,18393,66,18
261000,998000,18394,63,24
269000,998000,18395,44,46
277000,998000,18396,48,31
285000,998000,18397,71,2
293000,998000,18398,73,0
301000,998000,18399,71,0
309000,998000,18400,74,0
317000,998000,18401,55,19
325000,998000,18402,50,25
333000,998000,18403,65,14
341000,998000,18404,58,19
349000,998000,18405,72,1
357000,998000,18406,69,0
365000,998000,18407,66,1
373000,998000,18408,73,0
381000,998000,18409,69,0
389000,998000,18410,72,0
397000,998000,18411,66,0
405000,998000,18412,74,0
413000,998000,18413,76,0
421000,998000,18414,73,1
429000,998000,18415,67,3
437000,998000,18416,62,0
445000,998000,18417,72,0
453000,998000,18418,73,0
461000,998000,18419,72,0
469000,998000,18420,75,1
477000,998000,18421,74,0
485000,998000,18422,72,0
493000,998000,18423,71,1
501000,998000,18424,68,1
509000,998000,18425,67,0
517000,998000,18426,70,0
525000,998000,18427,72,0
533000,998000,18428,71,1
541000,998000,18429,67,2
549000,998000,18430,70,2
557000,998000,18431,62,4
565000,998000,18432,70,2
573000,998000,18433,72,0
581000,998000,18434,73,0
589000,998000,18435,73,0
597000,998000,18436,74,0
605000,998000,18437,73,0
613000,998000,18438,72,1
621000,998000,18439,74,3
629000,998000,18440,75,7
637000,998000,18441,72,3
645000,998000,18442,71,2
653000,998000,18443,74,0
661000,998000,18444,74,0
669000,998000,18445,71,1
677000,998000,18446,75,0
685000,998000,18447,21,0
853000,998000,18468,20,3
861000,998000,18469,74,8
869000,998000,18470,76,12
877000,998000,18471,74,2
885000,998000,18472,74,4
893000,998000,18473,59,1
901000,998000,18474,36,3
909000,998000,18475,73,0
917000,998000,18476,69,1
925000,998000,18477,79,6
933000,998000,18478,22,1
-43000,990000,18652,0,9
-35000,990000,18653,4,71
-27000,990000,18654,0,72
-19000,990000,18655,1,73
-11000,990000,18656,0,71
-3000,990000,18657,0,70
5000,990000,18658,0,71
13000,990000,18659,0,65
21000,990000,18660,0,66
29000,990000,18661,3,67
37000,990000,18662,3,71
45000,990000,18663,0,74
53000,990000,18664,0,64
61000,990000,18665,0,62
69000,990000,18666,0,70
77000,990000,18667,0,65
85000,990000,18668,0,63
93000,990000,18669,0,72
101000,990000,18670,0,72
109000,990000,18671,2,59
117000,990000,18672,11,60
125000,990000,18673,49,15
133000,990000,18674,63,2
141000,990000,18675,65,0
149000,990000,18676,69,0
157000,990000,18677,69,1
165000,990000,18678,70,2
173000,990000,18679,72,0
181000,990000,18680,57,1
189000,990000,18681,58,0
197000,990000,18682,68,2
205000,990000,18683,51,17
213000,990000,18684,67,19
221000,990000,18685,74,9
229000,990000,18686,62,8
237000,990000,18687,63,17
245000,990000,18688,72,16
253000,990000,18689,56,17
261000,990000,18690,32,50
269000,990000,18691,10,67
277000,990000,18692,26,57
285000,990000,18693,60,32
293000,990000,18694,70,9
301000,990000,18695,71,0
309000,990000,18696,75,4
317000,990000,18697,73,9
325000,990000,18698,56,24
333000,990000,18699,54,19
341000,990000,18700,38,36
349000,990000,18701,66,11
357000,990000,18702,73,0
365000,990000,18703,76,1
373000,990000,18704,75,1
381000,990000,18705,73,1
389000,990000,18706,73,0
397000,990000,18707,73,0
405000,990000,18708,72,0
413000,990000,18709,75,0
421000,990000,18710,71,0
429000,990000,18711,72,1
437000,990000,18712,62,2
445000,990000,18713,75,0
453000,990000,18714,71,0
461000,990000,18715,74,0
469000,990000,18716,73,0
477000,990000,18717,72,0
485000,990000,18718,70,0
493000,990000,18719,73,0
501000,990000,18720,70,1
509000,990000,18721,68,0
517000,990000,18722,71,1
525000,990000,18723,75,0
533000,990000,18724,65,1
541000,990000,18725,68,0
549000,990000,18726,70,1
557000,990000,18727,74,3
565000,990000,18728,69,0
573000,990000,18729,68,0
581000,990000,18730,74,0
589000,990000,18731,72,0
597000,990000,18732,73,1
605000,990000,18733,71,0
613000,990000,18734,73,4
621000,990000,18735,72,4
629000,990000,18736,72,2
637000,990000,18737,74,2
645000,990000,18738,70,0
653000,990000,18739,70,0
661000,990000,18740,74,0
669000,990000,18741,67,0
677000,990000,18742,57,0
709000,990000,18746,7,1
717000,990000,18747,21,4
725000,990000,18748,2,1
797000,990000,18757,8,0
805000,990000,18758,4,0
853000,990000,18764,2,1
861000,990000,18765,60,6
869000,990000,18766,70,5
877000,990000,18767,74,2
885000,990000,18768,60,4
893000,990000,18769,33,0
901000,990000,18770,56,1
909000,990000,18771,76,0
917000,990000,18772,43,1
925000,990000,18773,60,1
933000,990000,18774,66,3
941000,990000,18775,57,1
949000,990000,18776,39,0
-43000,982000,18948,0,20
-35000,982000,18949,3,76
-27000,982000,18950,2,78
-19000,982000,18951,0,76
-11000,982000,18952,0,71
-3000,982000,18953,0,65
5000,982000,18954,0,66
13000,982000,18955,0,59
21000,982000,18956,1,67
29000,982000,18957,1,69
37000,982000,18958,13,53
45000,982000,18959,8,66
53000,982000,18960,0,64
61000,982000,18961,0,59
69000,982000,18962,0,68
77000,982000,18963,0,65
85000,982000,18964,0,65
93000,982000,18965,0,63
101000,982000,18966,0,62
109000,982000,18967,1,49
117000,982000,18968,0,66
125000,982000,18969,5,64
133000,982000,18970,48,20
141000,982000,18971,69,1
149000,982000,18972,73,0
157000,982000,18973,72,0
165000,982000,18974,69,0
173000,982000,18975,69,0
181000,982000,18976,38,0
189000,982000,18977,32,0
197000,982000,18978,62,2
205000,982000,18979,60,11
213000,982000,18980,33,35
221000,982000,18981,68,21
229000,982000,18982,71,9
237000,982000,18983,74,7
245000,982000,18984,64,9
253000,982000,18985,50,18
261000,982000,18986,22,57
269000,982000,18987,4,73
277000,982000,18988,8,68
285000,982000,18989,74,5
293000,982000,18990,70,0
301000,982000,18991,72,1
309000,982000,18992,70,10
317000,982000,18993,66,8
325000,982000,18994,41,30
333000,982000,18995,36,45
341000,982000,18996,8,66
349000,982000,18997,37,41
357000,982000,18998,59,20
365000,982000,18999,74,4
373000,982000,19000,75,3
381000,982000,19001,74,1
389000,982000,19002,76,0
397000,982000,19003,79,0
405000,982000,19004,77,0
413000,982000,19005,70,0
421000,982000,19006,69,1
429000,982000,19007,73,0
437000,982000,19008,57,1
445000,982000,19009,74,0
453000,982000,19010,75,1
461000,982000,19011,71,0
469000,982000,19012,75,0
477000,982000,19013,72,1
485000,982000,19014,74,0
493000,982000,19015,70,0
501000,982000,19016,67,1
509000,982000,19017,70,1
517000,982000,19018,73,0
525000,982000,19019,72,0
533000,982000,19020,72,0
541000,982000,19021,72,0
549000,982000,19022,73,0
557000,982000,19023,74,0
565000,982000,19024,70,0
573000,982000,19025,72,0
581000,982000,19026,71,0
589000,982000,19027,68,0
597000,982000,19028,75,0
605000,982000,19029,70,2
613000,982000,19030,72,3
621000,982000,19031,75,4
629000,982000,19032,76,3
637000,982000,19033,80,2
645000,982000,19034,71,2
653000,982000,19035,74,1
661000,982000,19036,73,1
669000,982000,19037,68,2
677000,982000,19038,8,2
709000,982000,19042,11,1
717000,982000,19043,27,6
797000,982000,19053,8,0
845000,982000,19059,2,0
853000,982000,19060,19,7
861000,982000,19061,15,0
869000,982000,19062,41,3
877000,982000,19063,56,5
885000,982000,19064,81,1
893000,982000,19065,60,2
901000,982000,19066,77,3
909000,982000,19067,75,3
917000,982000,19068,70,0
925000,982000,19069,87,0
933000,982000,19070,74,1
941000,982000,19071,71,1
949000,982000,19072,73,0
957000,982000,19073,53,1
965000,982000,19074,26,1
973000,982000,19075,1,0
-43000,974000,19244,1,31
-35000,974000,19245,0,70
-27000,974000,19246,2,71
-19000,974000,19247,2,74
-11000,974000,19248,0,78
-3000,974000,19249,0,75
5000,974000,19250,0,66
13000,974000,19251,0,72
21000,974000,19252,0,71
29000,974000,19253,1,60
37000,974000,19254,0,71
45000,974000,19255,8,62
53000,974000,19256,8,62
61000,974000,19257,0,59
69000,974000,19258,0,65
77000,974000,19259,0,66
85000,974000,19260,0,54
93000,974000,19261,0,55
101000,974000,19262,0,56
109000,974000,19263,1,57
117000,974000,19264,0,58
125000,974000,19265,4,58
133000,974000,19266,26,47
141000,974000,19267,54,16
149000,974000,19268,71,1
157000,974000,19269,70,0
165000,974000,19270,62,1
173000,974000,19271,54,0
181000,974000,19272,62,1
189000,974000,19273,63,8
197000,974000,19274,62,3
205000,974000,19275,62,11
213000,974000,19276,26,23
221000,974000,19277,59,8
229000,974000,19278,62,6
237000,974000,19279,71,4
245000,974000,19280,64,16
253000,974000,19281,26,38
261000,974000,19282,16,59
269000,974000,19283,3,70
277000,974000,19284,6,70
285000,974000,19285,56,25
293000,974000,19286,67,0
301000,974000,19287,74,0
309000,974000,19288,74,2
317000,974000,19289,71,4
325000,974000,19290,47,29
333000,974000,19291,29,47
341000,974000,19292,17,55
349000,974000,19293,30,43
357000,974000,19294,56,23
365000,974000,19295,69,2
373000,974000,19296,74,0
381000,974000,19297,74,0
389000,974000,19298,74,0
397000,974000,19299,72,0
405000,974000,19300,73,0
413000,974000,19301,78,0
421000,974000,19302,75,0
429000,974000,19303,70,0
437000,974000,19304,69,0
445000,974000,19305,76,0
453000,974000,19306,75,0
461000,974000,19307,70,1
469000,974000,19308,70,0
477000,974000,19309,77,0
485000,974000,19310,71,0
493000,974000,19311,69,1
501000,974000,19312,70,1
509000,974000,19313,72,4
517000,974000,19314,74,1
525000,974000,19315,77,0
533000,974000,19316,72,0
541000,974000,19317,73,0
549000,974000,19318,73,0
557000,974000,19319,73,0
565000,974000,19320,73,1
573000,974000,19321,71,0
581000,974000,19322,73,0
589000,974000,19323,75,0
597000,974000,19324,66,0
605000,974000,19325,71,2
613000,974000,19326,74,1
621000,974000,19327,75,10
629000,974000,19328,75,8
637000,974000,19329,64,2
645000,974000,19330,77,1
653000,974000,19331,76,0
661000,974000,19332,74,0
669000,974000,19333,33,0
701000,974000,19337,28,6
709000,974000,19338,15,4
717000,974000,19339,1,0
837000,974000,19354,19,2
845000,974000,19355,42,6
853000,974000,19356,73,4
861000,974000,19357,69,0
869000,974000,19358,79,10
877000,974000,19359,83,4
885000,974000,19360,86,2
893000,974000,19361,68,3
901000,974000,19362,70,1
909000,974000,19363,78,0
917000,974000,19364,70,0
925000,974000,19365,85,0
933000,974000,19366,78,0
941000,974000,19367,71,1
949000,974000,19368,72,1
957000,974000,19369,55,0
965000,974000,19370,65,0
973000,974000,19371,53,0
981000,974000,19372,29,1
-43000,966000,19540,0,42
-35000,966000,19541,1,73
-27000,966000,19542,2,65
-19000,966000,19543,1,86
-11000,966000,19544,1,79
-3000,966000,19545,0,67
5000,966000,19546,0,71
13000,966000,19547,0,61
21000,966000,19548,0,59
29000,966000,19549,1,64
37000,966000,19550,0,65
45000,966000,19551,0,74
53000,966000,19552,9,59
61000,966000,19553,15,55
69000,966000,19554,0,71
77000,966000,19555,0,71
85000,966000,19556,0,67
93000,966000,19557,0,58
101000,966000,19558,0,55
109000,966000,19559,0,51
117000,966000,19560,0,63
125000,966000,19561,5,57
133000,966000,19562,7,66
141000,966000,19563,54,19
149000,966000,19564,66,8
157000,966000,19565,68,0
165000,966000,19566,74,0
173000,966000,19567,67,1
181000,966000,19568,69,1
189000,966000,19569,40,25
197000,966000,19570,36,23
205000,966000,19571,47,7
213000,966000,19572,30,22
221000,966000,19573,68,2
229000,966000,19574,67,7
237000,966000,19575,40,41
245000,966000,19576,31,54
253000,966000,19577,63,26
261000,966000,19578,39,45
269000,966000,19579,24,55
277000,966000,19580,32,43
285000,966000,19581,69,9
293000,966000,19582,74,0
301000,966000,19583,75,0
309000,966000,19584,75,0
317000,966000,19585,70,2
325000,966000,19586,37,39
333000,966000,19587,38,39
341000,966000,19588,13,60
349000,966000,19589,38,34
357000,966000,19590,62,15
365000,966000,19591,61,15
373000,966000,19592,73,8
381000,966000,19593,74,0
389000,966000,19594,73,0
397000,966000,19595,71,1
405000,966000,19596,75,0
413000,966000,19597,74,1
421000,966000,19598,74,0
429000,966000,19599,74,0
437000,966000,19600,72,0
445000,966000,19601,76,0
453000,966000,19602,74,1
461000,966000,19603,81,0
469000,966000,19604,74,0
477000,966000,19605,70,0
485000,966000,19606,76,0
493000,966000,19607,76,0
501000,966000,19608,80,1
509000,966000,19609,57,0
517000,966000,19610,76,0
525000,966000,19611,74,0
533000,966000,19612,68,0
541000,966000,19613,72,0
549000,966000,19614,74,1
557000,966000,19615,65,0
565000,966000,19616,72,0
573000,966000,19617,67,0
581000,966000,19618,69,1
589000,966000,19619,72,0
597000,966000,19620,73,0
605000,966000,19621,73,0
613000,966000,19622,71,0
621000,966000,19623,77,1
629000,966000,19624,77,10
637000,966000,19625,81,1
645000,966000,19626,76,2
653000,966000,19627,71,0
661000,966000,19628,39,4
669000,966000,19629,1,0
677000,966000,19630,10,2
685000,966000,19631,2,0
693000,966000,19632,17,1
701000,966000,19633,53,8
709000,966000,19634,7,1
821000,966000,19648,2,0
829000,966000,19649,5,0
837000,966000,19650,75,7
845000,966000,19651,67,7
853000,966000,19652,44,9
861000,966000,19653,52,3
869000,966000,19654,66,7
877000,966000,19655,72,13
885000,966000,19656,81,10
893000,966000,19657,73,8
901000,966000,19658,69,1
909000,966000,19659,73,2
917000,966000,19660,79,0
925000,966000,19661,78,4
933000,966000,19662,74,0
941000,966000,19663,68,1
949000,966000,19664,65,1
957000,966000,19665,71,3
965000,966000,19666,71,0
973000,966000,19667,73,2
981000,966000,19668,55,2
989000,966000,19669,22,1
-43000,958000,19836,0,55
-35000,958000,19837,0,58
-27000,958000,19838,0,69
-19000,958000,19839,0,72
-11000,958000,19840,0,76
-3000,958000,19841,0,73
5000,958000,19842,0,71
13000,958000,19843,0,70
21000,958000,19844,0,70
29000,958000,19845,0,61
37000,958000,19846,0,58
45000,958000,19847,0,66
53000,958000,19848,0,63
61000,958000,19849,17,59
69000,958000,19850,12,60
77000,958000,19851,3,66
85000,958000,19852,0,66
93000,958000,19853,0,68
101000,958000,19854,0,61
109000,958000,19855,0,62
117000,958000,19856,0,64
125000,958000,19857,0,71
133000,958000,19858,12,45
141000,958000,19859,63,1
149000,958000,19860,62,0
157000,958000,19861,69,0
165000,958000,19862,75,1
173000,958000,19863,64,6
181000,958000,19864,55,11
189000,958000,19865,68,0
197000,958000,19866,61,6
205000,958000,19867,58,14
213000,958000,19868,55,24
221000,958000,19869,61,19
229000,958000,19870,46,27
237000,958000,19871,38,32
245000,958000,19872,29,41
253000,958000,19873,54,27
261000,958000,19874,59,18
269000,958000,19875,71,2
277000,958000,19876,71,5
285000,958000,19877,78,0
293000,958000,19878,70,1
301000,958000,19879,74,0
309000,958000,19880,76,0
317000,958000,19881,62,13
325000,958000,19882,45,29
333000,958000,19883,47,35
341000,958000,19884,33,42
349000,958000,19885,50,22
357000,958000,19886,68,5
365000,958000,19887,63,13
373000,958000,19888,72,4
381000,958000,19889,73,0
389000,958000,19890,73,0
397000,958000,19891,75,0
405000,958000,19892,74,0
413000,958000,19893,74,0
421000,958000,19894,72,0
429000,958000,19895,73,0
437000,958000,19896,79,0
445000,958000,19897,75,1
453000,958000,19898,78,0
461000,958000,19899,79,0
469000,958000,19900,74,0
477000,958000,19901,72,0
485000,958000,19902,78,0
493000,958000,19903,77,1
501000,958000,19904,73,0
509000,958000,19905,59,1
517000,958000,19906,72,0
525000,958000,19907,73,0
533000,958000,19908,76,0
541000,958000,19909,73,0
549000,958000,19910,75,0
557000,958000,19911,72,0
565000,958000,19912,73,0
573000,958000,19913,70,1
581000,958000,19914,72,0
589000,958000,19915,73,0
597000,958000,19916,73,0
605000,958000,19917,78,0
613000,958000,19918,79,0
621000,958000,19919,85,7
629000,958000,19920,80,8
637000,958000,19921,76,2
645000,958000,19922,77,2
653000,958000,19923,68,4
661000,958000,19924,9,1
685000,958000,19927,32,4
693000,958000,19928,72,13
701000,958000,19929,27,5
781000,958000,19939,23,0
789000,958000,19940,1,0
813000,958000,19943,27,2
821000,958000,19944,13,3
837000,958000,19946,59,0
845000,958000,19947,82,2
853000,958000,19948,63,0
861000,958000,19949,69,5
869000,958000,19950,70,1
877000,958000,19951,74,2
885000,958000,19952,84,1
893000,958000,19953,80,1
901000,958000,19954,84,0
909000,958000,19955,98,0
917000,958000,19956,86,0
925000,958000,19957,83,2
933000,958000,19958,76,4
941000,958000,19959,86,2
949000,958000,19960,86,0
957000,958000,19961,78,5
965000,958000,19962,78,0
973000,958000,19963,79,0
981000,958000,19964,66,1
989000,958000,19965,47,0
-43000,950000,20132,0,69
-35000,950000,20133,0,69
-27000,950000,20134,0,65
-19000,950000,20135,0,65
-11000,950000,20136,2,68
-3000,950000,20137,5,66
5000,950000,20138,1,70
13000,950000,20139,0,68
21000,950000,20140,0,72
29000,950000,20141,0,64
37000,950000,20142,0,57
45000,950000,20143,0,66
53000,950000,20144,0,63
61000,950000,20145,0,61
69000,950000,20146,9,70
77000,950000,20147,18,62
85000,950000,20148,2,73
93000,950000,20149,0,72
101000,950000,20150,0,69
