long.,Lat,Source,Point number,Tree Code,Species,Tree,Diameter,N-S Distance,E-W Distance,county
-90.29227,39.49845,Brugam,5519,10,Black Oak,Oaks,30,33,29,JerGreene
-89.8579,39.07083,Brugam,3147,10,Black Oak,Oaks,8,33,54,Macoupin
-90.18322,39.13085,Brugam,2065,10,Black Oak,Oaks,12,33,67,JerGreene
-90.3416,39.50735,Brugam,7414,10,Black Oak,Oaks,15,33,87,JerGreene
-89.81113,39.05657,Brugam,3080,10,Black Oak,Oaks,15,33,145,Macoupin
-90.01883,39.41267,Brugam,679,10,Black Oak,Oaks,10,34,-58,Macoupin
-90.50337,39.27053,Brugam,4850,10,Black Oak,Oaks,33,34,-50,JerGreene
-90.17312,39.50543,Brugam,6128,10,Black Oak,Oaks,12,34,-50,JerGreene
-89.98182,39.41312,Brugam,570,10,Black Oak,Oaks,12,34,-25,Macoupin
-89.71847,39.38437,Brugam,14,10,Black Oak,Oaks,0,34,-16,Macoupin
-89.83108,39.4353,Brugam,199,10,Black Oak,Oaks,14,34,-7,Macoupin
-90.42725,38.96957,Brugam,1367,10,Black Oak,Oaks,14,34,50,JerGreene
-89.81388,39.32303,Brugam,180,10,Black Oak,Oaks,25,34,127,Macoupin
-90.59612,38.99205,Brugam,2506,10,Black Oak,Oaks,6,35,-76,JerGreene
-90.3899,39.20402,Brugam,2673,10,Black Oak,Oaks,16,35,-38,JerGreene
-90.4265,39.2397,Brugam,8127,10,Black Oak,Oaks,10,35,-38,JerGreene
-90.07147,39.02048,Brugam,3604,10,Black Oak,Oaks,18,35,-34,Macoupin
-90.23895,39.0939,Brugam,1018,10,Black Oak,Oaks,9,35,-26,JerGreene
-89.92412,39.2371,Brugam,9363,10,Black Oak,Oaks,10,35,-18,Macoupin
-90.39303,39.29125,Brugam,3814,10,Black Oak,Oaks,20,35,9,JerGreene
-90.16788,39.116,Brugam,2183,10,Black Oak,Oaks,16,35,32,JerGreene
-90.0741,39.22577,Brugam,8666,10,Black Oak,Oaks,20,35,34,Macoupin
-89.88653,39.15063,Brugam,3198,10,Black Oak,Oaks,18,35,52,Macoupin
-90.06412,39.34678,Brugam,9496,10,Black Oak,Oaks,4,35,55,Macoupin
-90.25418,39.33427,Brugam,4026,10,Black Oak,Oaks,30,35,75,JerGreene
-90.22065,39.28495,Brugam,4912,10,Black Oak,Oaks,7,35,98,JerGreene
-89.84955,39.13632,Brugam,3112,10,Black Oak,Oaks,11,35,110,Macoupin
-90.29358,39.44767,Brugam,6104,10,Black Oak,Oaks,14,36,-82,JerGreene
-90.27877,39.18232,Brugam,2652,10,Black Oak,Oaks,16,36,-37,JerGreene
-90.39335,39.49243,Brugam,7680,10,Black Oak,Oaks,14,36,13,JerGreene
-90.48133,39.233,Brugam,1772,10,Black Oak,Oaks,24,36,169,JerGreene
-90.20833,39.35328,Brugam,7419,10,Black Oak,Oaks,8,37,-100,JerGreene
-89.86893,39.39868,Brugam,253,10,Black Oak,Oaks,5,37,-50,Macoupin
-90.26433,39.49825,Brugam,6130,10,Black Oak,Oaks,14,37,16,JerGreene
-90.26472,39.00695,Brugam,1052,10,Black Oak,Oaks,36,37,73,JerGreene
-90.52222,39.21838,Brugam,1845,10,Black Oak,Oaks,28,38,-285,JerGreene
-90.57598,39.39038,Brugam,7157,10,Black Oak,Oaks,10,38,-67,JerGreene
-90.22318,39.14522,Brugam,2422,10,Black Oak,Oaks,12,38,-62,JerGreene
-90.33843,39.13058,Brugam,1175,10,Black Oak,Oaks,30,38,-47,JerGreene
-90.24585,39.13065,Brugam,1938,10,Black Oak,Oaks,18,38,25,JerGreene
-89.7604,39.3309,Brugam,123,10,Black Oak,Oaks,15,38,53,Macoupin
-90.47478,39.05065,Brugam,1816,10,Black Oak,Oaks,14,38,67,JerGreene
-89.88782,39.44215,Brugam,300,10,Black Oak,Oaks,30,38,84,Macoupin
-90.30117,39.07269,Brugam,1512,10,Black Oak,Oaks,24,38,100,JerGreene
-90.01063,39.52157,Brugam,654,10,Black Oak,Oaks,18,39,-60,Macoupin
-90.48795,39.2986,Brugam,3856,10,Black Oak,Oaks,24,39,-45,JerGreene
-90.60882,39.13813,Brugam,2067,10,Black Oak,Oaks,15,39,-42,JerGreene
-90.37437,39.1528,Brugam,1728,10,Black Oak,Oaks,33,39,-36,JerGreene
-90.48407,39.3897,Brugam,7560,10,Black Oak,Oaks,15,39,-25,JerGreene
-90.5913,39.11595,Brugam,2320,10,Black Oak,Oaks,6,39,-24,JerGreene
-90.50288,39.22612,Brugam,2773,10,Black Oak,Oaks,24,39,-10,JerGreene
-90.3322,39.44868,Brugam,7371,10,Black Oak,Oaks,8,39,14,JerGreene
-90.44632,39.3899,Brugam,7450,10,Black Oak,Oaks,36,39,18,JerGreene
-90.05512,39.27645,Brugam,796,10,Black Oak,Oaks,24,39,63,Macoupin
-90.42728,39.46287,Brugam,7311,10,Black Oak,Oaks,25,39,100,JerGreene
-90.53107,39.40437,Brugam,7491,10,Black Oak,Oaks,12,39,295,JerGreene
-89.72742,39.34792,Brugam,9541,10,Black Oak,Oaks,5,40,-525,Macoupin
-90.58235,39.01398,Brugam,2313,10,Black Oak,Oaks,18,40,-57,JerGreene
-89.96188,39.20885,Brugam,8799,10,Black Oak,Oaks,24,40,-27,Macoupin
-90.59757,39.25515,Brugam,2003,10,Black Oak,Oaks,16,40,-16,JerGreene
-89.89662,39.24463,Brugam,9093,10,Black Oak,Oaks,14,40,31,Macoupin
-90.57568,39.37587,Brugam,7132,10,Black Oak,Oaks,15,40,67,JerGreene
-89.76413,39.05707,Brugam,2992,10,Black Oak,Oaks,18,40,73,Macoupin
-89.82082,39.44982,Brugam,9397,10,Black Oak,Oaks,24,40,74,Macoupin
-90.36225,39.25657,Brugam,4739,10,Black Oak,Oaks,20,40,119,JerGreene
-90.46475,39.04283,Brugam,1110,10,Black Oak,Oaks,24,40,147,JerGreene
-90.20208,39.34585,Brugam,4246,10,Black Oak,Oaks,30,41,-79,JerGreene
-90.428,38.99977,Brugam,7769,10,Black Oak,Oaks,17,41,-60,JerGreene
-90.48507,39.14498,Brugam,2787,10,Black Oak,Oaks,12,41,-57,JerGreene
-90.58222,39.07235,Brugam,2148,10,Black Oak,Oaks,12,41,18,JerGreene
-90.50355,39.24678,Brugam,1345,10,Black Oak,Oaks,24,41,19,JerGreene
-90.30248,39.25485,Brugam,1686,10,Black Oak,Oaks,12,41,27,JerGreene
-90.42305,39.30525,Brugam,4015,10,Black Oak,Oaks,18,42,-90,JerGreene
-90.02557,39.01316,Brugam,9297,10,Black Oak,Oaks,6,42,-80,Macoupin
-90.36135,39.14527,Brugam,8463,10,Black Oak,Oaks,18,42,-34,JerGreene
-89.9635,39.43487,Brugam,512,10,Black Oak,Oaks,18,42,-30,Macoupin
-90.56375,39.06595,Brugam,2146,10,Black Oak,Oaks,18,42,14,JerGreene
-90.29573,39.24092,Brugam,2660,10,Black Oak,Oaks,18,42,16,JerGreene
-90.52497,39.15305,Brugam,2471,10,Black Oak,Oaks,14,42,23,JerGreene
-90.44575,39.50768,Brugam,7394,10,Black Oak,Oaks,12,42,38,JerGreene
-90.00023,39.44145,Brugam,9394,10,Black Oak,Oaks,15,42,40,Macoupin
-90.58665,39.23275,Brugam,1894,10,Black Oak,Oaks,10,42,51,JerGreene
-90.16015,38.98492,Brugam,1435,10,Black Oak,Oaks,24,42,90,JerGreene
-90.31645,39.32028,Brugam,3898,10,Black Oak,Oaks,30,43,-131,JerGreene
-90.54087,39.32005,Brugam,4259,10,Black Oak,Oaks,20,43,-86,JerGreene
-89.8863,39.13623,Brugam,3200,10,Black Oak,Oaks,8,43,21,Macoupin
-90.29698,39.14493,Brugam,2725,10,Black Oak,Oaks,20,44,-225,JerGreene
-90.3209,39.26135,Brugam,8150,10,Black Oak,Oaks,10,44,-85,JerGreene
-90.56722,39.36105,Brugam,7530,10,Black Oak,Oaks,10,44,-75,JerGreene
-90.2362,39.47685,Brugam,5419,10,Black Oak,Oaks,10,44,-43,JerGreene
-90.40825,39.40485,Brugam,7239,10,Black Oak,Oaks,13,44,-31,JerGreene
-90.36737,39.13813,Brugam,1810,10,Black Oak,Oaks,16,44,-30,JerGreene
-90.47915,39.20377,Brugam,2022,10,Black Oak,Oaks,15,44,-26,JerGreene
-90.13228,39.29048,Brugam,4220,10,Black Oak,Oaks,18,44,-17,JerGreene
-90.25132,39.116,Brugam,2536,10,Black Oak,Oaks,9,44,31,JerGreene
-90.33412,39.02845,Brugam,1127,10,Black Oak,Oaks,12,44,57,JerGreene
-90.36092,39.11623,Brugam,1755,10,Black Oak,Oaks,10,45,-110,JerGreene
-90.57624,39.23275,Brugam,1664,10,Black Oak,Oaks,18,45,-30,JerGreene
-90.34757,39.08677,Brugam,7904,10,Black Oak,Oaks,9,45,-27,JerGreene
-90.14603,39.08677,Brugam,7904,10,Black Oak,Oaks,9,45,-27,Macoupin
-90.44563,39.40451,Brugam,7477,10,Black Oak,Oaks,18,45,40,JerGreene
-90.23945,39.40422,Brugam,6018,10,Black Oak,Oaks,18,45,41,JerGreene
-90.39348,39.47035,Brugam,7605,10,Black Oak,Oaks,15,45,62,JerGreene
-90.55862,38.99238,Brugam,7826,10,Black Oak,Oaks,5,45,95,JerGreene
-89.81238,39.44258,Brugam,187,10,Black Oak,Oaks,8,45,97,Macoupin
-89.73058,39.28926,Brugam,42,10,Black Oak,Oaks,15,45,125,Macoupin
-90.14597,39.34658,Brugam,8225,10,Black Oak,Oaks,24,46,-157,JerGreene
-90.54934,39.15983,Brugam,2154,10,Black Oak,Oaks,18,46,-83,JerGreene
-90.5599,38.99987,Brugam,7788,10,Black Oak,Oaks,24,46,42,JerGreene
-89.79755,39.28565,Brugam,153,10,Black Oak,Oaks,12,46,44,Macoupin
-90.04638,39.34683,Brugam,9490,10,Black Oak,Oaks,10,46,45,Macoupin
-90.5915,39.04302,Brugam,2373,10,Black Oak,Oaks,20,46,61,JerGreene
-90.3378,39.08677,Brugam,986,10,Black Oak,Oaks,20,46,69,JerGreene
-89.76548,39.1309,Brugam,9138,10,Black Oak,Oaks,12,47,-149,Macoupin
-89.86892,39.2615,Brugam,271,10,Black Oak,Oaks,18,47,-38,Macoupin
-90.41177,38.98482,Brugam,2432,10,Black Oak,Oaks,20,47,-35,JerGreene
-89.7507,39.30895,Brugam,71,10,Black Oak,Oaks,12,47,-26,Macoupin
-90.45862,39.34195,Brugam,3992,10,Black Oak,Oaks,20,47,-22,JerGreene
-90.0462,39.31985,Brugam,761,10,Black Oak,Oaks,6,47,10,Macoupin
-90.27607,39.30647,Brugam,4367,10,Black Oak,Oaks,18,47,53,JerGreene
-90.42722,39.49223,Brugam,7341,10,Black Oak,Oaks,12,47,99,JerGreene
-90.00905,39.44868,Brugam,644,10,Black Oak,Oaks,15,47,108,Macoupin
-90.58773,39.02865,Brugam,1927,10,Black Oak,Oaks,40,47,123,JerGreene
-90.52655,38.98495,Brugam,1996,10,Black Oak,Oaks,20,47,136,JerGreene
-90.1091,39.00652,Brugam,3704,10,Black Oak,Oaks,23,47,147,Macoupin
-90.03609,39.28209,Brugam,751,10,Black Oak,Oaks,6,48,-56,Macoupin
-89.90639,39.46414,Brugam,357,10,Black Oak,Oaks,15,48,-45,Macoupin
-90.52208,39.36062,Brugam,7422,10,Black Oak,Oaks,12,48,-37,JerGreene
-89.91473,39.1578,Brugam,3277,10,Black Oak,Oaks,6,48,-33,Macoupin
-89.74157,39.34507,Brugam,68,10,Black Oak,Oaks,20,48,-25,Macoupin
-90.5408,39.13775,Brugam,1951,10,Black Oak,Oaks,12,48,6,JerGreene
-89.73727,39.10143,Brugam,9126,10,Black Oak,Oaks,20,48,24,Macoupin
-90.22993,39.05778,Brugam,1555,10,Black Oak,Oaks,19,48,39,JerGreene
-90.46872,39.26907,Brugam,3916,10,Black Oak,Oaks,16,48,48,JerGreene
-90.55997,39.0876,Brugam,8085,10,Black Oak,Oaks,199,48,187,JerGreene
-90.57838,39.0287,Brugam,1867,10,Black Oak,Oaks,36,49,-218,JerGreene
-90.01598,39.0135,Brugam,3487,10,Black Oak,Oaks,12,49,-175,Macoupin
-89.71948,39.43598,Brugam,8,10,Black Oak,Oaks,20,49,-57,Macoupin
-89.88802,39.26727,Brugam,323,10,Black Oak,Oaks,15,49,-56,Macoupin
-90.0553,39.32028,Brugam,776,10,Black Oak,Oaks,6,49,-29,Macoupin
-90.48507,39.13042,Brugam,2784,10,Black Oak,Oaks,9,49,17,JerGreene
-90.16808,39.20368,Brugam,2176,10,Black Oak,Oaks,15,49,109,JerGreene
-89.97122,39.3617,Brugam,534,10,Black Oak,Oaks,20,50,-102,Macoupin
-90.4882,39.31297,Brugam,3825,10,Black Oak,Oaks,16,50,-68,JerGreene
-90.46382,39.05753,Brugam,1163,10,Black Oak,Oaks,24,50,-67,JerGreene
-90.36177,39.2376,Brugam,4737,10,Black Oak,Oaks,38,50,-58,JerGreene
-89.81082,39.00612,Brugam,9230,10,Black Oak,Oaks,8,50,-48,Macoupin
-90.23927,39.46243,Brugam,7601,10,Black Oak,Oaks,15,50,-47,JerGreene
-90.42275,39.14547,Brugam,8522,10,Black Oak,Oaks,18,50,-25,JerGreene
-90.04388,39.02787,Brugam,3546,10,Black Oak,Oaks,30,50,-25,Macoupin
-89.70977,39.392,Brugam,4,10,Black Oak,Oaks,14,50,8,Macoupin
-90.55378,39.05768,Brugam,2309,10,Black Oak,Oaks,10,50,19,JerGreene
-90.15233,39.44805,Brugam,9415,10,Black Oak,Oaks,30,50,19,Macoupin
-89.74974,39.2941,Brugam,9165,10,Black Oak,Oaks,15,50,98,Macoupin
-90.578,39.51423,Brugam,7740,10,Black Oak,Oaks,10,50,137,JerGreene
-89.73752,39.16072,Brugam,2953,10,Black Oak,Oaks,12,50,162,Macoupin
-89.80398,39.08555,Brugam,9255,10,Black Oak,Oaks,15,50,180,Macoupin
-90.22052,39.34003,Brugam,4244,10,Black Oak,Oaks,10,51,-16,JerGreene
-89.76413,39.07187,Brugam,2994,10,Black Oak,Oaks,8,51,-10,Macoupin
-90.5353,38.99102,Brugam,2116,10,Black Oak,Oaks,3,51,27,JerGreene
-90.20208,39.20417,Brugam,2780,10,Black Oak,Oaks,15,51,30,JerGreene
-90.54081,39.37528,Brugam,7462,10,Black Oak,Oaks,16,51,52,JerGreene
-90.20967,39.47635,Brugam,6095,10,Black Oak,Oaks,12,51,85,JerGreene
-90.3931,39.25465,Brugam,8021,10,Black Oak,Oaks,10,51,88,JerGreene
-89.8316,39.22483,Brugam,3097,10,Black Oak,Oaks,6,52,-150,Macoupin
-90.165,39.46301,Brugam,924,10,Black Oak,Oaks,14,52,-51,JerGreene
-90.13233,39.46302,Brugam,924,10,Black Oak,Oaks,14,52,-51,Macoupin
-90.10192,39.30593,Brugam,889,10,Black Oak,Oaks,10,52,11,Macoupin
-90.57838,39.1678,Brugam,1835,10,Black Oak,Oaks,26,52,58,JerGreene
-90.54107,39.21105,Brugam,1693,10,Black Oak,Oaks,14,53,-97,JerGreene
-89.72757,39.16082,Brugam,2932,10,Black Oak,Oaks,15,53,-69,Macoupin
-90.40832,39.17484,Brugam,2892,10,Black Oak,Oaks,16,53,3,JerGreene
-89.71808,39.35505,Brugam,16,10,Black Oak,Oaks,20,53,16,Macoupin
-90.33242,39.08692,Brugam,8375,10,Black Oak,Oaks,20,53,23,JerGreene
-90.48508,38.99982,Brugam,7792,10,Black Oak,Oaks,12,53,58,JerGreene
-90.40857,39.38995,Brugam,7520,10,Black Oak,Oaks,18,54,-77,JerGreene
-90.05717,39.50657,Brugam,775,10,Black Oak,Oaks,6,54,-64,Macoupin
-89.9994,39.34737,Brugam,637,10,Black Oak,Oaks,16,54,-12,Macoupin
-90.41183,38.99898,Brugam,2590,10,Black Oak,Oaks,14,54,8,JerGreene
-89.96328,39.42023,Brugam,517,10,Black Oak,Oaks,3,54,40,Macoupin
-89.99728,39.03492,Brugam,3457,10,Black Oak,Oaks,13,54,69,Macoupin
-90.17368,39.29068,Brugam,4047,10,Black Oak,Oaks,16,55,-202,JerGreene
-90.50182,39.30662,Brugam,4363,10,Black Oak,Oaks,30,55,-119,JerGreene
-90.2887,39.17494,Brugam,2659,10,Black Oak,Oaks,30,55,-116,JerGreene
-89.94403,39.43452,Brugam,459,10,Black Oak,Oaks,12,55,-107,Macoupin
-90.40807,39.18955,Brugam,2863,10,Black Oak,Oaks,19,55,-47,JerGreene
-90.52208,39.41873,Brugam,6027,10,Black Oak,Oaks,11,55,-24,JerGreene
-89.85032,39.18838,Brugam,3124,10,Black Oak,Oaks,18,55,19,Macoupin
-90.43698,38.97807,Brugam,1651,10,Black Oak,Oaks,10,55,28,JerGreene
-90.41272,39.3059,Brugam,3892,10,Black Oak,Oaks,20,55,38,JerGreene
-90.44625,39.19718,Brugam,2771,10,Black Oak,Oaks,27,55,45,JerGreene
-89.90638,39.43482,Brugam,353,10,Black Oak,Oaks,12,55,80,Macoupin
-90.30103,39.04347,Brugam,1676,10,Black Oak,Oaks,20,55,656,JerGreene
-90.48463,39.15964,Brugam,2810,10,Black Oak,Oaks,14,56,-49,JerGreene
-89.90658,39.42043,Brugam,347,10,Black Oak,Oaks,12,56,-26,Macoupin
-90.5437,39.05763,Brugam,2563,10,Black Oak,Oaks,26,56,13,JerGreene
-89.81313,39.23335,Brugam,3085,10,Black Oak,Oaks,18,56,98,Macoupin
-90.29548,39.44097,Brugam,7590,10,Black Oak,Oaks,4,57,-72,JerGreene
-90.40863,39.4704,Brugam,7628,10,Black Oak,Oaks,8,57,-50,JerGreene
-89.92402,39.2442,Brugam,9366,10,Black Oak,Oaks,12,57,-7,Macoupin
-90.33267,39.08672,Brugam,8383,10,Black Oak,Oaks,20,57,16,JerGreene
-90.5895,39.24792,Brugam,2099,10,Black Oak,Oaks,20,57,24,JerGreene
-90.4845,39.18965,Brugam,2225,10,Black Oak,Oaks,36,57,69,JerGreene
-90.1866,39.14015,Brugam,2296,10,Black Oak,Oaks,30,57,80,JerGreene
-90.16472,39.26183,Brugam,8269,10,Black Oak,Oaks,16,57,142,JerGreene
-89.73697,39.09462,Brugam,2937,10,Black Oak,Oaks,12,57,165,Macoupin
-90.39958,39.16765,Brugam,1704,10,Black Oak,Oaks,24,58,-468,JerGreene
-90.54075,39.32713,Brugam,4265,10,Black Oak,Oaks,16,58,-49,JerGreene
-90.33411,39.29215,Brugam,4357,10,Black Oak,Oaks,11,58,10,JerGreene
-90.60089,39.35338,Brugam,5534,10,Black Oak,Oaks,8,58,24,JerGreene
-90.16923,39.35338,Brugam,5534,10,Black Oak,Oaks,8,58,24,Macoupin
-89.94387,39.18707,Brugam,3337,10,Black Oak,Oaks,16,58,27,Macoupin
-90.54612,39.11065,Brugam,2282,10,Black Oak,Oaks,26,58,43,JerGreene
-90.22348,39.24865,Brugam,2426,10,Black Oak,Oaks,24,58,44,JerGreene
-90.54075,39.33467,Brugam,4266,10,Black Oak,Oaks,18,58,150,JerGreene
-90.52637,39.0287,Brugam,2030,10,Black Oak,Oaks,14,59,-82,JerGreene
-90.39455,39.14567,Brugam,8436,10,Black Oak,Oaks,16,59,-66,JerGreene
-90.40857,39.41203,Brugam,7185,10,Black Oak,Oaks,12,59,-55,JerGreene
-90.224,39.10832,Brugam,2467,10,Black Oak,Oaks,11,59,-29,JerGreene
-90.53638,39.04307,Brugam,2796,10,Black Oak,Oaks,18,59,13,JerGreene
-90.29346,39.3899,Brugam,7468,10,Black Oak,Oaks,12,59,29,JerGreene
-90.45555,39.44865,Brugam,7690,10,Black Oak,Oaks,18,59,56,JerGreene
-90.43722,38.95585,Brugam,1569,10,Black Oak,Oaks,28,59,59,JerGreene
-90.48425,39.21853,Brugam,2251,10,Black Oak,Oaks,9,59,80,JerGreene
-89.94417,39.44918,Brugam,464,10,Black Oak,Oaks,18,60,-70,Macoupin
-89.85957,39.20252,Brugam,3154,10,Black Oak,Oaks,20,60,-28,Macoupin
-90.03665,39.2764,Brugam,753,10,Black Oak,Oaks,19,60,-25,Macoupin
-89.9448,39.4639,Brugam,474,10,Black Oak,Oaks,15,60,0,Macoupin
-90.0001,39.39762,Brugam,616,10,Black Oak,Oaks,4,60,24,Macoupin
-90.15145,39.34635,Brugam,9505,10,Black Oak,Oaks,18,61,-400,Macoupin
-90.39952,39.18173,Brugam,1703,10,Black Oak,Oaks,14,61,-176,JerGreene
-90.5219,39.36091,Brugam,7438,10,Black Oak,Oaks,15,61,-127,JerGreene
-90.13762,39.21125,Brugam,2130,10,Black Oak,Oaks,18,61,-39,JerGreene
-90.00098,39.52177,Brugam,635,10,Black Oak,Oaks,4,61,-28,Macoupin
-90.31527,39.3132,Brugam,4290,10,Black Oak,Oaks,9,61,40,JerGreene
-89.88693,39.22377,Brugam,3209,10,Black Oak,Oaks,6,61,50,Macoupin
-90.48483,39.46317,Brugam,7700,10,Black Oak,Oaks,16,61,58,JerGreene
-90.03768,39.44865,Brugam,732,10,Black Oak,Oaks,4,61,91,Macoupin
-89.90555,39.22273,Brugam,3254,10,Black Oak,Oaks,20,61,94,Macoupin
-90.03832,39.44898,Brugam,733,10,Black Oak,Oaks,15,62,-230,Macoupin
-90.38225,39.25387,Brugam,1468,10,Black Oak,Oaks,12,62,-18,JerGreene
-90.46573,39.24713,Brugam,982,10,Black Oak,Oaks,24,62,-12,JerGreene
-90.59793,39.24048,Brugam,2014,10,Black Oak,Oaks,15,62,-11,JerGreene
-90.4276,39.49205,Brugam,7634,10,Black Oak,Oaks,15,62,63,JerGreene
-90.51857,39.04342,Brugam,1757,10,Black Oak,Oaks,14,62,84,JerGreene
-90.31945,39.10172,Brugam,8088,10,Black Oak,Oaks,20,62,85,JerGreene
-89.7367,39.36218,Brugam,48,10,Black Oak,Oaks,18,62,177,Macoupin
-90.56878,39.47763,Brugam,7705,10,Black Oak,Oaks,20,62,277,JerGreene
-90.42788,38.98482,Brugam,1451,10,Black Oak,Oaks,24,63,-214,JerGreene
-90.18353,39.20377,Brugam,1966,10,Black Oak,Oaks,18,63,-185,JerGreene
-90.59725,39.48383,Brugam,6052,10,Black Oak,Oaks,5,63,-100,JerGreene
-90.30583,39.49195,Brugam,7719,10,Black Oak,Oaks,7,63,-17,JerGreene
-90.5758,39.16003,Brugam,2291,10,Black Oak,Oaks,28,63,35,JerGreene
-89.869,39.435,Brugam,262,10,Black Oak,Oaks,15,63,50,Macoupin
-89.9987,39.19488,Brugam,8848,10,Black Oak,Oaks,12,63,62,Macoupin
-89.74617,39.1309,Brugam,9465,10,Black Oak,Oaks,10,63,62,Macoupin
-89.811,39.02763,Brugam,3074,10,Black Oak,Oaks,25,63,72,Macoupin
-90.54665,38.99943,Brugam,2117,10,Black Oak,Oaks,18,63,90,JerGreene
-90.17882,39.05808,Brugam,1720,10,Black Oak,Oaks,16,63,96,JerGreene
-89.76663,39.21927,Brugam,2997,10,Black Oak,Oaks,20,64,-66,Macoupin
-90.54872,39.072,Brugam,2334,10,Black Oak,Oaks,16,64,-63,JerGreene
-89.86885,39.2312,Brugam,9050,10,Black Oak,Oaks,20,64,-53,Macoupin
-90.39298,39.27697,Brugam,3806,10,Black Oak,Oaks,30,64,-29,JerGreene
-90.26677,39.29122,Brugam,4284,10,Black Oak,Oaks,24,64,-23,JerGreene
-90.54483,39.07235,Brugam,2108,10,Black Oak,Oaks,16,64,-17,JerGreene
-89.77625,39.21203,Brugam,3031,10,Black Oak,Oaks,8,64,20,Macoupin
-90.14678,39.27577,Brugam,3999,10,Black Oak,Oaks,33,64,25,JerGreene
-90.2745,39.31962,Brugam,4233,10,Black Oak,Oaks,19,64,29,JerGreene
-90.48232,39.14508,Brugam,2844,10,Black Oak,Oaks,20,64,44,JerGreene
-90.41672,39.3072,Brugam,4923,10,Black Oak,Oaks,16,65,-125,JerGreene
-90.20338,39.39668,Brugam,5982,10,Black Oak,Oaks,11,65,-21,JerGreene
-90.03902,39.52108,Brugam,755,10,Black Oak,Oaks,30,65,19,Macoupin
-90.44627,38.94092,Brugam,7817,10,Black Oak,Oaks,16,65,59,JerGreene
-90.44563,39.41858,Brugam,7494,10,Black Oak,Oaks,15,65,72,JerGreene
-90.31402,39.38892,Brugam,5928,10,Black Oak,Oaks,10,65,236,JerGreene
-89.89593,39.2162,Brugam,3231,10,Black Oak,Oaks,20,65,264,Macoupin
-90.33207,39.47845,Brugam,7401,10,Black Oak,Oaks,12,66,-270,JerGreene
-90.54062,39.42607,Brugam,7486,10,Black Oak,Oaks,15,66,-145,JerGreene
-90.54018,39.10148,Brugam,1642,10,Black Oak,Oaks,30,66,-117,JerGreene
-90.01595,39.02047,Brugam,3488,10,Black Oak,Oaks,6,66,-75,Macoupin
-90.54107,39.40538,Brugam,7086,10,Black Oak,Oaks,15,66,-49,JerGreene
-89.81182,39.07812,Brugam,9252,10,Black Oak,Oaks,15,66,-36,Macoupin
-90.53285,39.12337,Brugam,8482,10,Black Oak,Oaks,36,66,-29,JerGreene
-90.54,39.04337,Brugam,1614,10,Black Oak,Oaks,9,66,15,JerGreene
-90.54032,39.13075,Brugam,1560,10,Black Oak,Oaks,24,66,111,JerGreene
-90.22058,39.46238,Brugam,5413,10,Black Oak,Oaks,24,66,115,JerGreene
-90.41852,39.4786,Brugam,7402,10,Black Oak,Oaks,15,66,170,JerGreene
-90.40863,39.38348,Brugam,7209,10,Black Oak,Oaks,20,67,-95,JerGreene
-90.26452,39.00685,Brugam,1220,10,Black Oak,Oaks,36,67,-81,JerGreene
-90.39827,39.42675,Brugam,7195,10,Black Oak,Oaks,10,67,-61,JerGreene
-90.50343,39.44787,Brugam,5408,10,Black Oak,Oaks,8,67,13,JerGreene
-89.80493,39.50822,Brugam,170,10,Black Oak,Oaks,8,67,289,Macoupin
-90.60263,38.99878,Brugam,2743,10,Black Oak,Oaks,20,68,-104,JerGreene
-90.44638,39.17483,Brugam,2910,10,Black Oak,Oaks,12,68,-81,JerGreene
-89.75543,39.0721,Brugam,2964,10,Black Oak,Oaks,12,68,-36,Macoupin
-90.59718,39.35397,Brugam,7121,10,Black Oak,Oaks,6,68,43,JerGreene
-89.75605,39.39903,Brugam,84,10,Black Oak,Oaks,28,68,96,Macoupin
-90.52082,39.44797,Brugam,7586,10,Black Oak,Oaks,15,68,115,JerGreene
-89.76545,39.39185,Brugam,102,10,Black Oak,Oaks,11,68,227,Macoupin
-90.57793,39.49942,Brugam,7658,10,Black Oak,Oaks,12,68,302,JerGreene
-89.70876,39.34806,Brugam,9537,10,Black Oak,Oaks,10,69,-403,Macoupin
-90.18322,39.43295,Brugam,8587,10,Black Oak,Oaks,8,69,-49,JerGreene
-90.4998,39.33442,Brugam,4268,10,Black Oak,Oaks,14,69,-40,JerGreene
-90.33048,39.24723,Brugam,1137,10,Black Oak,Oaks,24,69,-10,JerGreene
-90.26922,39.13022,Brugam,2643,10,Black Oak,Oaks,6,69,-5,JerGreene
-90.5449,39.02832,Brugam,2293,10,Black Oak,Oaks,14,69,16,JerGreene
-90.24605,39.00667,Brugam,1488,10,Black Oak,Oaks,14,69,47,JerGreene
-90.13304,39.31985,Brugam,4231,10,Black Oak,Oaks,14,70,-150,JerGreene
-89.84975,39.18152,Brugam,3117,10,Black Oak,Oaks,12,70,-40,Macoupin
-90.57825,39.2328,Brugam,1852,10,Black Oak,Oaks,28,70,-34,JerGreene
-90.3673,39.1526,Brugam,1943,10,Black Oak,Oaks,15,70,-28,JerGreene
-90.51693,38.97723,Brugam,2006,10,Black Oak,Oaks,28,70,35,JerGreene
-90.38577,39.48505,Brugam,7336,10,Black Oak,Oaks,12,70,84,JerGreene
-90.46357,39.32943,Brugam,5005,10,Black Oak,Oaks,26,70,123,JerGreene
-90.13131,39.27607,Brugam,4167,10,Black Oak,Oaks,32,70,232,JerGreene
