long.,Lat,Source,Point number,Tree Code,Species,Tree,Diameter,N-S Distance,E-W Distance,county
-90.07375,39.28368,Brugam,8643,4,Prairie,No Trees,0,0,0,Macoupin
-90.06442,39.20402,Brugam,8658,4,Prairie,No Trees,0,0,0,Macoupin
-90.07353,39.24777,Brugam,8673,4,Prairie,No Trees,0,0,0,Macoupin
-90.06423,39.24777,Brugam,8674,4,Prairie,No Trees,0,0,0,Macoupin
-90.07365,39.25505,Brugam,8675,4,Prairie,No Trees,0,0,0,Macoupin
-90.07365,39.26193,Brugam,8676,4,Prairie,No Trees,0,0,0,Macoupin
-90.09238,39.24767,Brugam,8707,4,Prairie,No Trees,0,0,0,Macoupin
-90.08308,39.24767,Brugam,8708,4,Prairie,No Trees,0,0,0,Macoupin
-90.09243,39.2549,Brugam,8709,4,Prairie,No Trees,0,0,0,Macoupin
-90.09243,39.26203,Brugam,8710,4,Prairie,No Trees,0,0,0,Macoupin
-90.11135,39.21125,Brugam,8721,4,Prairie,No Trees,0,0,0,Macoupin
-90.11147,39.21853,Brugam,8723,4,Prairie,No Trees,0,0,0,Macoupin
-90.11147,39.22592,Brugam,8726,4,Prairie,No Trees,0,0,0,Macoupin
-89.98012,39.18765,Brugam,8821,4,Prairie,No Trees,0,0,0,Macoupin
-89.98062,39.2308,Brugam,8837,4,Prairie,No Trees,0,0,0,Macoupin
-89.97107,39.23052,Brugam,8838,4,Prairie,No Trees,0,0,0,Macoupin
-89.98048,39.23818,Brugam,8839,4,Prairie,No Trees,0,0,0,Macoupin
-89.98042,39.24522,Brugam,8840,4,Prairie,No Trees,0,0,0,Macoupin
-89.97138,39.24503,Brugam,8841,4,Prairie,No Trees,0,0,0,Macoupin
-89.98055,39.25338,Brugam,8842,4,Prairie,No Trees,0,0,0,Macoupin
-89.98048,39.26047,Brugam,8843,4,Prairie,No Trees,0,0,0,Macoupin
-89.99895,39.1812,Brugam,8844,4,Prairie,No Trees,0,0,0,Macoupin
-89.9989,39.18828,Brugam,8845,4,Prairie,No Trees,0,0,0,Macoupin
-89.9894,39.18798,Brugam,8846,4,Prairie,No Trees,0,0,0,Macoupin
-89.99895,39.20983,Brugam,8853,4,Prairie,No Trees,0,0,0,Macoupin
-90.00015,39.21717,Brugam,8854,4,Prairie,No Trees,0,0,0,Macoupin
-89.99915,39.22475,Brugam,8857,4,Prairie,No Trees,0,0,0,Macoupin
-89.99908,39.23168,Brugam,8858,4,Prairie,No Trees,0,0,0,Macoupin
-89.98915,39.2311,Brugam,8859,4,Prairie,No Trees,0,0,0,Macoupin
-89.99908,39.23882,Brugam,8860,4,Prairie,No Trees,0,0,0,Macoupin
-89.99927,39.24645,Brugam,8861,4,Prairie,No Trees,0,0,0,Macoupin
-89.98967,39.24585,Brugam,8862,4,Prairie,No Trees,0,0,0,Macoupin
-89.99927,39.25368,Brugam,8863,4,Prairie,No Trees,0,0,0,Macoupin
-89.99927,39.26125,Brugam,8864,4,Prairie,No Trees,0,0,0,Macoupin
-90.01773,39.18178,Brugam,8865,4,Prairie,No Trees,0,0,0,Macoupin
-90.02685,39.18892,Brugam,8869,4,Prairie,No Trees,0,0,0,Macoupin
-90.01787,39.21032,Brugam,8879,4,Prairie,No Trees,0,0,0,Macoupin
-90.00832,39.21727,Brugam,8882,4,Prairie,No Trees,0,0,0,Macoupin
-90.01805,39.2247,Brugam,8885,4,Prairie,No Trees,0,0,0,Macoupin
-90.01787,39.23198,Brugam,8886,4,Prairie,No Trees,0,0,0,Macoupin
-90.00857,39.23188,Brugam,8887,4,Prairie,No Trees,0,0,0,Macoupin
-90.0266,39.23203,Brugam,8888,4,Prairie,No Trees,0,0,0,Macoupin
-90.03653,39.23232,Brugam,8889,4,Prairie,No Trees,0,0,0,Macoupin
-90.0178,39.23897,Brugam,8890,4,Prairie,No Trees,0,0,0,Macoupin
-90.01773,39.24615,Brugam,8891,4,Prairie,No Trees,0,0,0,Macoupin
-90.00832,39.2463,Brugam,8892,4,Prairie,No Trees,0,0,0,Macoupin
-90.02703,39.24625,Brugam,8893,4,Prairie,No Trees,0,0,0,Macoupin
-90.0364,39.2464,Brugam,8894,4,Prairie,No Trees,0,0,0,Macoupin
-90.01768,39.26155,Brugam,8896,4,Prairie,No Trees,0,0,0,Macoupin
-89.96272,39.39878,Brugam,8904,4,Prairie,No Trees,0,0,0,Macoupin
-89.94398,39.42772,Brugam,8910,4,Prairie,No Trees,0,0,0,Macoupin
-90.11305,39.34673,Brugam,8932,4,Prairie,No Trees,0,0,0,Macoupin
-89.82323,39.27753,Brugam,8934,4,Prairie,No Trees,0,0,0,Macoupin
-90.05378,39.12402,Brugam,8935,4,Prairie,No Trees,0,0,0,Macoupin
-89.85778,39.042,Brugam,8978,4,Prairie,No Trees,0,0,0,Macoupin
-89.8853,39.00597,Brugam,8991,4,Prairie,No Trees,0,0,0,Macoupin
-89.90393,39.02058,Brugam,8996,4,Prairie,No Trees,0,0,0,Macoupin
-89.89433,39.02768,Brugam,8997,4,Prairie,No Trees,0,0,0,Macoupin
-89.91333,39.02772,Brugam,8998,4,Prairie,No Trees,0,0,0,Macoupin
-89.83025,39.10743,Brugam,9000,4,Prairie,No Trees,0,0,0,Macoupin
-89.89572,39.12928,Brugam,9017,4,Prairie,No Trees,0,0,0,Macoupin
-89.82203,39.24723,Brugam,9037,4,Prairie,No Trees,0,0,0,Macoupin
-89.85032,39.21697,Brugam,9040,4,Prairie,No Trees,0,0,0,Macoupin
-89.85912,39.21687,Brugam,9045,4,Prairie,No Trees,0,0,0,Macoupin
-89.8593,39.2313,Brugam,9052,4,Prairie,No Trees,0,0,0,Macoupin
-89.83185,39.26272,Brugam,9056,4,Prairie,No Trees,0,0,0,Macoupin
-89.88657,39.19463,Brugam,9062,4,Prairie,No Trees,0,0,0,Macoupin
-89.88675,39.20212,Brugam,9063,4,Prairie,No Trees,0,0,0,Macoupin
-89.90497,39.19458,Brugam,9076,4,Prairie,No Trees,0,0,0,Macoupin
-89.90578,39.20162,Brugam,9077,4,Prairie,No Trees,0,0,0,Macoupin
-89.9061,39.25949,Brugam,9086,4,Prairie,No Trees,0,0,0,Macoupin
-89.70835,39.05783,Brugam,9102,4,Prairie,No Trees,0,0,0,Macoupin
-89.71838,39.17523,Brugam,9125,4,Prairie,No Trees,0,0,0,Macoupin
-89.72015,39.26463,Brugam,9146,4,Prairie,No Trees,0,0,0,Macoupin
-89.7388,39.26453,Brugam,9148,4,Prairie,No Trees,0,0,0,Macoupin
-89.77644,39.19713,Brugam,9149,4,Prairie,No Trees,0,0,0,Macoupin
-89.78587,39.20447,Brugam,9150,4,Prairie,No Trees,0,0,0,Macoupin
-89.77693,39.2637,Brugam,9155,4,Prairie,No Trees,0,0,0,Macoupin
-89.79667,39.2632,Brugam,9156,4,Prairie,No Trees,0,0,0,Macoupin
-89.72235,39.33183,Brugam,9157,4,Prairie,No Trees,0,0,0,Macoupin
-89.72272,39.33975,Brugam,9158,4,Prairie,No Trees,0,0,0,Macoupin
-89.7319,39.29478,Brugam,9159,4,Prairie,No Trees,0,0,0,Macoupin
-89.7412,39.31668,Brugam,9161,4,Prairie,No Trees,0,0,0,Macoupin
-89.74082,39.3243,Brugam,9162,4,Prairie,No Trees,0,0,0,Macoupin
-89.80728,39.2786,Brugam,9167,4,Prairie,No Trees,0,0,0,Macoupin
-89.77852,39.32308,Brugam,9170,4,Prairie,No Trees,0,0,0,Macoupin
-89.7417,39.33193,Brugam,9171,4,Prairie,No Trees,0,0,0,Macoupin
-89.81382,39.33828,Brugam,9176,4,Prairie,No Trees,0,0,0,Macoupin
-89.79798,39.34747,Brugam,9177,4,Prairie,No Trees,0,0,0,Macoupin
-90.12925,39.26238,Brugam,9184,4,Prairie,No Trees,0,0,0,Macoupin
-90.0548,39.17478,Brugam,9188,4,Prairie,No Trees,0,0,0,Macoupin
-90.11868,39.16042,Brugam,9190,4,Prairie,No Trees,0,0,0,Macoupin
-90.08038,39.05652,Brugam,9205,4,Prairie,No Trees,0,0,0,Macoupin
-90.1276,39.04283,Brugam,9209,4,Prairie,No Trees,0,0,0,Macoupin
-90.1365,39.04268,Brugam,9210,4,Prairie,No Trees,0,0,0,Macoupin
-89.92273,39.12875,Brugam,9216,4,Prairie,No Trees,0,0,0,Macoupin
-89.85043,39.2242,Brugam,9220,4,Prairie,No Trees,0,0,0,Macoupin
-89.91465,39.23022,Brugam,9225,4,Prairie,No Trees,0,0,0,Macoupin
-89.7278,39.08712,Brugam,9262,4,Prairie,No Trees,0,0,0,Macoupin
-89.70848,39.0873,Brugam,9263,4,Prairie,No Trees,0,0,0,Macoupin
-89.81188,39.09307,Brugam,9264,4,Prairie,No Trees,0,0,0,Macoupin
-89.81188,39.10778,Brugam,9265,4,Prairie,No Trees,0,0,0,Macoupin
-89.81213,39.12268,Brugam,9266,4,Prairie,No Trees,0,0,0,Macoupin
-89.8125,39.1377,Brugam,9267,4,Prairie,No Trees,0,0,0,Macoupin
-89.8127,39.15222,Brugam,9268,4,Prairie,No Trees,0,0,0,Macoupin
-89.81307,39.16717,Brugam,9269,4,Prairie,No Trees,0,0,0,Macoupin
-89.81313,39.18183,Brugam,9270,4,Prairie,No Trees,0,0,0,Macoupin
-89.81338,39.19683,Brugam,9271,4,Prairie,No Trees,0,0,0,Macoupin
-89.81363,39.24107,Brugam,9282,4,Prairie,No Trees,0,0,0,Macoupin
-89.81402,39.25573,Brugam,9283,4,Prairie,No Trees,0,0,0,Macoupin
-89.95987,39.00647,Brugam,9286,4,Prairie,No Trees,0,0,0,Macoupin
-89.99717,39.04218,Brugam,9292,4,Prairie,No Trees,0,0,0,Macoupin
-90.01623,39.02797,Brugam,9300,4,Prairie,No Trees,0,0,0,Macoupin
-90.00682,39.02797,Brugam,9301,4,Prairie,No Trees,0,0,0,Macoupin
-90.01605,39.0352,Brugam,9302,4,Prairie,No Trees,0,0,0,Macoupin
-89.97967,39.17298,Brugam,9305,4,Prairie,No Trees,0,0,0,Macoupin
-89.99723,39.15232,Brugam,9306,4,Prairie,No Trees,0,0,0,Macoupin
-89.94305,39.26643,Brugam,9310,4,Prairie,No Trees,0,0,0,Macoupin
-89.96133,39.26747,Brugam,9311,4,Prairie,No Trees,0,0,0,Macoupin
-89.96145,39.2741,Brugam,9312,4,Prairie,No Trees,0,0,0,Macoupin
-89.95208,39.27407,Brugam,9313,4,Prairie,No Trees,0,0,0,Macoupin
-89.97057,39.27455,Brugam,9316,4,Prairie,No Trees,0,0,0,Macoupin
-89.9992,39.26858,Brugam,9318,4,Prairie,No Trees,0,0,0,Macoupin
-89.99915,39.27572,Brugam,9319,4,Prairie,No Trees,0,0,0,Macoupin
-89.99933,39.29708,Brugam,9321,4,Prairie,No Trees,0,0,0,Macoupin
-90.01748,39.2832,Brugam,9322,4,Prairie,No Trees,0,0,0,Macoupin
-90.0178,39.29757,Brugam,9324,4,Prairie,No Trees,0,0,0,Macoupin
-89.83928,39.0856,Brugam,9327,4,Prairie,No Trees,0,0,0,Macoupin
-89.8754,39.08565,Brugam,9330,4,Prairie,No Trees,0,0,0,Macoupin
-89.8949,39.0856,Brugam,9331,4,Prairie,No Trees,0,0,0,Macoupin
-89.91333,39.08578,Brugam,9332,4,Prairie,No Trees,0,0,0,Macoupin
-89.9233,39.09347,Brugam,9333,4,Prairie,No Trees,0,0,0,Macoupin
-89.92312,39.10743,Brugam,9334,4,Prairie,No Trees,0,0,0,Macoupin
-89.9233,39.13633,Brugam,9335,4,Prairie,No Trees,0,0,0,Macoupin
-89.92362,39.15187,Brugam,9337,4,Prairie,No Trees,0,0,0,Macoupin
-89.84067,39.17382,Brugam,9341,4,Prairie,No Trees,0,0,0,Macoupin
-89.85935,39.17342,Brugam,9342,4,Prairie,No Trees,0,0,0,Macoupin
-89.87803,39.17328,Brugam,9343,4,Prairie,No Trees,0,0,0,Macoupin
-89.9238,39.22254,Brugam,9360,4,Prairie,No Trees,0,0,0,Macoupin
-89.92402,39.25847,Brugam,9371,4,Prairie,No Trees,0,0,0,Macoupin
-89.82287,39.26292,Brugam,9372,4,Prairie,No Trees,0,0,0,Macoupin
-89.92395,39.26605,Brugam,9379,4,Prairie,No Trees,0,0,0,Macoupin
-89.92407,39.27352,Brugam,9380,4,Prairie,No Trees,0,0,0,Macoupin
-89.92402,39.28027,Brugam,9381,4,Prairie,No Trees,0,0,0,Macoupin
-89.92413,39.29473,Brugam,9382,4,Prairie,No Trees,0,0,0,Macoupin
-89.92407,39.30925,Brugam,9383,4,Prairie,No Trees,0,0,0,Macoupin
-89.92413,39.33838,Brugam,9384,4,Prairie,No Trees,0,0,0,Macoupin
-89.98157,39.44243,Brugam,9388,4,Prairie,No Trees,0,0,0,Macoupin
-89.98168,39.44923,Brugam,9389,4,Prairie,No Trees,0,0,0,Macoupin
-89.94467,39.47827,Brugam,9390,4,Prairie,No Trees,0,0,0,Macoupin
-89.98225,39.49972,Brugam,9396,4,Prairie,No Trees,0,0,0,Macoupin
-89.83178,39.45715,Brugam,9399,4,Prairie,No Trees,0,0,0,Macoupin
-89.85027,39.44972,Brugam,9401,4,Prairie,No Trees,0,0,0,Macoupin
-90.13215,39.36833,Brugam,9423,4,Prairie,No Trees,0,0,0,Macoupin
-90.0474,39.41932,Brugam,9430,4,Prairie,No Trees,0,0,0,Macoupin
-90.13297,39.41902,Brugam,9431,4,Prairie,No Trees,0,0,0,Macoupin
-90.07428,39.32772,Brugam,9438,4,Prairie,No Trees,0,0,0,Macoupin
-90.07453,39.34165,Brugam,9439,4,Prairie,No Trees,0,0,0,Macoupin
-90.1111,39.26922,Brugam,9442,4,Prairie,No Trees,0,0,0,Macoupin
-90.1111,39.27675,Brugam,9443,4,Prairie,No Trees,0,0,0,Macoupin
-90.10167,39.2766,Brugam,9444,4,Prairie,No Trees,0,0,0,Macoupin
-90.11128,39.28388,Brugam,9445,4,Prairie,No Trees,0,0,0,Macoupin
-90.11142,39.29122,Brugam,9446,4,Prairie,No Trees,0,0,0,Macoupin
-90.11147,39.2984,Brugam,9447,4,Prairie,No Trees,0,0,0,Macoupin
-90.11153,39.30593,Brugam,9448,4,Prairie,No Trees,0,0,0,Macoupin
-90.10218,39.32025,Brugam,9449,4,Prairie,No Trees,0,0,0,Macoupin
-90.11128,39.32782,Brugam,9450,4,Prairie,No Trees,0,0,0,Macoupin
-90.11167,39.34658,Brugam,9451,4,Prairie,No Trees,0,0,0,Macoupin
-89.74068,39.27943,Brugam,9452,4,Prairie,No Trees,0,0,0,Macoupin
-90.1297,39.26917,Brugam,9453,4,Prairie,No Trees,0,0,0,Macoupin
-90.12052,39.2765,Brugam,9454,4,Prairie,No Trees,0,0,0,Macoupin
-90.12988,39.29082,Brugam,9455,4,Prairie,No Trees,0,0,0,Macoupin
-90.13007,39.30558,Brugam,9456,4,Prairie,No Trees,0,0,0,Macoupin
-90.1204,39.30583,Brugam,9457,4,Prairie,No Trees,0,0,0,Macoupin
-90.13968,39.30538,Brugam,9458,4,Prairie,No Trees,0,0,0,Macoupin
-90.13013,39.31302,Brugam,9459,4,Prairie,No Trees,0,0,0,Macoupin
-90.13025,39.31995,Brugam,9460,4,Prairie,No Trees,0,0,0,Macoupin
-90.13993,39.3201,Brugam,9461,4,Prairie,No Trees,0,0,0,Macoupin
-90.1307,39.3465,Brugam,9462,4,Prairie,No Trees,0,0,0,Macoupin
-89.89718,39.27415,Brugam,9475,4,Prairie,No Trees,0,0,0,Macoupin
-89.90658,39.42758,Brugam,9482,4,Prairie,No Trees,0,0,0,Macoupin
-90.07438,39.34688,Brugam,9497,4,Prairie,No Trees,0,0,0,Macoupin
-90.08347,39.34683,Brugam,9498,4,Prairie,No Trees,0,0,0,Macoupin
-90.10188,39.34658,Brugam,9501,4,Prairie,No Trees,0,0,0,Macoupin
-90.12238,39.34668,Brugam,9502,4,Prairie,No Trees,0,0,0,Macoupin
-90.14137,39.34658,Brugam,9503,4,Prairie,No Trees,0,0,0,Macoupin
-90.1507,39.3465,Brugam,9504,4,Prairie,No Trees,0,0,0,Macoupin
-89.91542,39.34762,Brugam,9506,4,Prairie,No Trees,0,0,0,Macoupin
-89.95248,39.34762,Brugam,9507,4,Prairie,No Trees,0,0,0,Macoupin
-89.96238,39.34752,Brugam,9510,4,Prairie,No Trees,0,0,0,Macoupin
-89.77028,39.26408,Brugam,9522,4,Prairie,No Trees,0,0,0,Macoupin
-89.78825,39.2637,Brugam,9523,4,Prairie,No Trees,0,0,0,Macoupin
-89.82142,39.34777,Brugam,9524,4,Prairie,No Trees,0,0,0,Macoupin
-89.84012,39.34772,Brugam,9525,4,Prairie,No Trees,0,0,0,Macoupin
-89.85917,39.34777,Brugam,9526,4,Prairie,No Trees,0,0,0,Macoupin
-89.8777,39.34767,Brugam,9527,4,Prairie,No Trees,0,0,0,Macoupin
-89.89643,39.34752,Brugam,9528,4,Prairie,No Trees,0,0,0,Macoupin
-90.03712,39.3834,Brugam,9529,4,Prairie,No Trees,0,0,0,Macoupin
-90.03743,39.39797,Brugam,9530,4,Prairie,No Trees,0,0,0,Macoupin
-90.14608,39.12288,Brugam,9575,4,Prairie,No Trees,0,0,0,Macoupin
-90.14622,39.1376,Brugam,9576,4,Prairie,No Trees,0,0,0,Macoupin
-90.14633,39.16727,Brugam,9577,4,Prairie,No Trees,0,0,0,Macoupin
-89.934,39.25877,Brugam,9581,4,Prairie,No Trees,0,0,0,Macoupin
-89.98978,39.26102,Brugam,9585,4,Prairie,No Trees,0,0,0,Macoupin
-90.0085,39.2614,Brugam,9586,4,Prairie,No Trees,0,0,0,Macoupin
-90.02753,39.26188,Brugam,9587,4,Prairie,No Trees,0,0,0,Macoupin
-89.93258,39.08568,Brugam,9588,4,Prairie,No Trees,0,0,0,Macoupin
-89.95095,39.08608,Brugam,9589,4,Prairie,No Trees,0,0,0,Macoupin
-89.97127,39.08633,Brugam,9590,4,Prairie,No Trees,0,0,0,Macoupin
-89.98808,39.08667,Brugam,9591,4,Prairie,No Trees,0,0,0,Macoupin
-90.00702,39.08687,Brugam,9592,4,Prairie,No Trees,0,0,0,Macoupin
-90.02595,39.08712,Brugam,9593,4,Prairie,No Trees,0,0,0,Macoupin
-89.78393,39.37703,Brugam,6258,4,Prairie,No Trees,0,0,1,Macoupin
-90.15152,39.10143,Brugam,5111,4,Prairie,No Trees,0,0,3,JerGreene
-90.50362,39.21805,Brugam,4629,4,Prairie,No Trees,0,0,4,JerGreene
-90.28363,39.18153,Brugam,4580,4,Prairie,No Trees,0,0,9,JerGreene
-90.48813,39.29112,Brugam,3753,4,Prairie,No Trees,0,0,,JerGreene
-90.25777,38.96522,Brugam,4199,25,Red Bud,Other,7,-85,-31,JerGreene
-90.46592,39.1307,Brugam,8529,25,Red Bud,Other,5,-80,6,JerGreene
-90.59675,39.18945,Brugam,2655,25,Red Bud,Other,9,-70,6,JerGreene
-89.99033,39.36193,Brugam,588,25,Red Bud,Other,10,-54,24,Macoupin
-90.5025,39.2617,Brugam,8267,25,Red Bud,Other,7,-28,5,JerGreene
-90.42778,39.0942,Brugam,2766,25,Red Bud,Other,4,-18,33,JerGreene
-90.26055,38.97053,Brugam,2268,25,Red Bud,Other,6,8,-25,JerGreene
-90.42747,39.09395,Brugam,2762,25,Red Bud,Other,7,30,-21,JerGreene
-90.597,38.97059,Brugam,2179,25,Red Bud,Other,5,36,28,JerGreene
-90.5025,39.26145,Brugam,8268,25,Red Bud,Other,5,42,40,JerGreene
-90.5261,39.05085,Brugam,2748,25,Red Bud,Other,24,54,-28,JerGreene
-90.54032,39.16742,Brugam,2386,25,Red Bud,Other,7,60,28,JerGreene
-90.25738,38.96957,Brugam,2662,25,Red Bud,Other,7,85,-31,JerGreene
-90.13222,39.38285,Brugam,9425,30,Red Oak,Oaks,8,-87,6,Macoupin
-90.41335,39.51335,Brugam,5400,30,Red Oak,Oaks,42,-83,-18,JerGreene
-89.95297,39.23022,Brugam,8807,30,Red Oak,Oaks,7,-81,-139,Macoupin
-89.97862,39.05073,Brugam,3383,30,Red Oak,Oaks,19,-78,-74,Macoupin
-89.9061,39.2812,Brugam,365,30,Red Oak,Oaks,3,-74,24,Macoupin
-90.13893,39.46228,Brugam,5441,30,Red Oak,Oaks,24,-70,-130,JerGreene
-89.9989,39.19517,Brugam,8847,30,Red Oak,Oaks,18,-60,-88,Macoupin
-90.06557,39.41883,Brugam,806,30,Red Oak,Oaks,6,-58,22,Macoupin
-89.99788,39.13027,Brugam,3464,30,Red Oak,Oaks,16,-54,-19,Macoupin
-89.95367,39.2158,Brugam,8801,30,Red Oak,Oaks,20,-53,-8,Macoupin
-89.97942,39.12347,Brugam,3390,30,Red Oak,Oaks,6,-50,-37,Macoupin
-89.99737,39.00578,Brugam,3440,30,Red Oak,Oaks,10,-47,-24,Macoupin
-90.07672,39.5136,Brugam,831,30,Red Oak,Oaks,10,-45,0,Macoupin
-90.01711,39.29038,Brugam,696,30,Red Oak,Oaks,16,-42,5,Macoupin
-90.1569,39.44747,Brugam,5483,30,Red Oak,Oaks,24,-38,77,JerGreene
-90.53722,39.39742,Brugam,6195,30,Red Oak,Oaks,36,-35,-19,JerGreene
-90.30505,39.46975,Brugam,5442,30,Red Oak,Oaks,30,-34,-58,JerGreene
-90.48442,39.46213,Brugam,5492,30,Red Oak,Oaks,28,-34,63,JerGreene
-90.11368,39.49215,Brugam,901,30,Red Oak,Oaks,16,-26,-34,Macoupin
-89.77658,39.47275,Brugam,134,30,Red Oak,Oaks,12,-22,-49,Macoupin
-90.11292,39.46292,Brugam,9410,30,Red Oak,Oaks,12,-22,-47,Macoupin
-90.08462,39.3903,Brugam,840,30,Red Oak,Oaks,10,-18,115,Macoupin
-90.0749,39.40475,Brugam,821,30,Red Oak,Oaks,8,-15,-82,Macoupin
-90.09463,39.38267,Brugam,854,30,Red Oak,Oaks,18,-15,33,Macoupin
-89.98645,39.05722,Brugam,3413,30,Red Oak,Oaks,9,-14,56,Macoupin
-90.00763,39.20265,Brugam,8876,30,Red Oak,Oaks,6,-13,-14,Macoupin
-89.98015,39.29673,Brugam,586,30,Red Oak,Oaks,19,-12,11,Macoupin
-90.46592,39.499,Brugam,936,30,Red Oak,Oaks,11,-7,-41,JerGreene
-90.13253,39.49928,Brugam,936,30,Red Oak,Oaks,11,-7,-41,Macoupin
-90.446,39.49175,Brugam,5392,30,Red Oak,Oaks,10,-5,56,JerGreene
-89.88713,39.23877,Brugam,3214,30,Red Oak,Oaks,18,-4,-30,Macoupin
-90.09545,39.5068,Brugam,858,30,Red Oak,Oaks,8,1,414,Macoupin
-90.5198,39.4334,Brugam,8578,30,Red Oak,Oaks,8,6,-111,JerGreene
-90.31142,39.36087,Brugam,949,30,Red Oak,Oaks,12,7,-14,JerGreene
-90.14013,39.36087,Brugam,949,30,Red Oak,Oaks,12,7,-14,Macoupin
-90.09558,39.51408,Brugam,860,30,Red Oak,Oaks,24,8,-104,Macoupin
-90.30072,39.49821,Brugam,937,30,Red Oak,Oaks,12,10,-138,JerGreene
-90.13273,39.4982,Brugam,937,30,Red Oak,Oaks,12,10,-138,Macoupin
-90.22958,39.38945,Brugam,6014,30,Red Oak,Oaks,6,22,-17,JerGreene
-90.48252,39.43492,Brugam,8550,30,Red Oak,Oaks,18,24,170,JerGreene
-89.98688,39.05725,Brugam,3420,30,Red Oak,Oaks,4,32,25,Macoupin
-90.07672,39.51335,Brugam,832,30,Red Oak,Oaks,14,35,0,Macoupin
-89.9703,39.11547,Brugam,3373,30,Red Oak,Oaks,12,35,10,Macoupin
-89.99737,39.01317,Brugam,3442,30,Red Oak,Oaks,18,35,93,Macoupin
-90.00782,39.20285,Brugam,8875,30,Red Oak,Oaks,12,35,93,Macoupin
-90.14878,39.50553,Brugam,939,30,Red Oak,Oaks,16,37,82,JerGreene
-90.13083,39.50662,Brugam,939,30,Red Oak,Oaks,16,37,82,Macoupin
-90.30103,39.40431,Brugam,929,30,Red Oak,Oaks,8,38,-106,JerGreene
-90.1324,39.4046,Brugam,929,30,Red Oak,Oaks,8,38,-106,Macoupin
-90.24598,39.40426,Brugam,930,30,Red Oak,Oaks,8,38,-35,JerGreene
-90.13247,39.40427,Brugam,930,30,Red Oak,Oaks,8,38,-35,Macoupin
-89.97888,39.04322,Brugam,3381,30,Red Oak,Oaks,9,38,13,Macoupin
-90.52552,39.43325,Brugam,8597,30,Red Oak,Oaks,10,39,-142,JerGreene
-90.16713,39.39731,Brugam,927,30,Red Oak,Oaks,8,40,-36,JerGreene
-90.13273,39.39732,Brugam,927,30,Red Oak,Oaks,8,40,-36,Macoupin
-90.50355,39.43482,Brugam,8551,30,Red Oak,Oaks,12,42,-32,JerGreene
-90.06582,39.41917,Brugam,807,30,Red Oak,Oaks,7,44,-38,Macoupin
-89.77555,39.47211,Brugam,135,30,Red Oak,Oaks,18,46,38,Macoupin
-90.11312,39.46312,Brugam,9409,30,Red Oak,Oaks,18,46,38,Macoupin
-90.31363,39.3763,Brugam,926,30,Red Oak,Oaks,12,51,-38,JerGreene
-90.13235,39.37572,Brugam,926,30,Red Oak,Oaks,12,51,-38,Macoupin
-89.94293,39.30905,Brugam,478,30,Red Oak,Oaks,18,52,-42,Macoupin
-90.4276,39.43427,Brugam,8559,30,Red Oak,Oaks,10,52,41,JerGreene
-90.018,39.33373,Brugam,695,30,Red Oak,Oaks,12,59,-142,Macoupin
-90.44645,38.95758,Brugam,7871,30,Red Oak,Oaks,18,61,-45,JerGreene
-90.50355,39.43482,Brugam,8552,30,Red Oak,Oaks,12,62,-40,JerGreene
-90.2736,39.44762,Brugam,6204,30,Red Oak,Oaks,14,62,-34,JerGreene
-89.99808,39.13058,Brugam,3462,30,Red Oak,Oaks,14,64,40,Macoupin
-89.9413,39.02777,Brugam,3320,30,Red Oak,Oaks,16,66,-118,Macoupin
-90.11337,39.37557,Brugam,896,30,Red Oak,Oaks,12,66,-68,Macoupin
-90.52012,39.4331,Brugam,8579,30,Red Oak,Oaks,12,72,67,JerGreene
-90.1133,39.49205,Brugam,898,30,Red Oak,Oaks,18,82,55,Macoupin
-90.09577,39.52078,Brugam,861,30,Red Oak,Oaks,18,85,-61,Macoupin
-90.59737,39.3899,Brugam,6194,30,Red Oak,Oaks,30,88,-54,JerGreene
-90.07515,39.405,Brugam,817,30,Red Oak,Oaks,6,89,-100,Macoupin
-90.52484,39.07195,Brugam,2691,40,Sassafras,Other,7,-88,-11,JerGreene
-90.59292,39.21125,Brugam,1909,40,Sassafras,Other,8,-80,103,JerGreene
-90.54018,39.09438,Brugam,1833,40,Sassafras,Other,12,-78,-34,JerGreene
-90.43672,38.96962,Brugam,2633,40,Sassafras,Other,14,-74,62,JerGreene
-90.24002,39.46252,Brugam,7600,40,Sassafras,Other,12,-52,25,JerGreene
-90.60201,39.11618,Brugam,8423,40,Sassafras,Other,8,-38,-46,JerGreene
-90.54388,39.06497,Brugam,2615,40,Sassafras,Other,12,-34,-9,JerGreene
-90.52478,39.07187,Brugam,2692,40,Sassafras,Other,8,-26,29,JerGreene
-90.59757,39.16042,Brugam,8441,40,Sassafras,Other,12,-21,-23,JerGreene
-90.3894,39.33623,Brugam,5011,40,Sassafras,Other,9,-20,-77,JerGreene
-90.29637,39.23373,Brugam,2703,40,Sassafras,Other,7,-15,-34,JerGreene
-90.33933,39.50662,Brugam,7366,40,Sassafras,Other,4,-9,25,JerGreene
-90.52515,39.04283,Brugam,2462,40,Sassafras,Other,14,-3,83,JerGreene
-90.55698,39.37587,Brugam,7151,40,Sassafras,Other,5,8,45,JerGreene
-90.25075,39.23383,Brugam,2584,40,Sassafras,Other,8,20,0,JerGreene
-90.44928,39.05705,Brugam,2614,40,Sassafras,Other,10,20,34,JerGreene
